기간	자치구	동	합계	합계	합계	개인사업체	개인사업체	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체
2016	용산구	원효로2동	1,190	7,045	2,527	1,580	689	4,827	1,501	497	294	141	43
2016	용산구	효창동	469	2,300	988	760	389	985	288	363	196	192	115
2016	용산구	용문동	682	1,568	741	1,128	577	337	100	47	26	56	38
2016	용산구	이촌1동	823	3,825	2,184	1,886	1,214	742	365	764	484	433	121
2016	용산구	이촌2동	340	821	276	500	172	142	27	79	35	100	42
2016	용산구	이태원1동	1,714	8,286	3,882	3,421	1,747	2,872	1,303	1,910	810	83	22
2016	용산구	이태원2동	733	3,216	1,341	1,426	648	1,587	573	152	86	51	34
2016	용산구	서빙고동	415	5,077	1,782	598	278	2,384	567	1,561	806	534	131
2016	용산구	보광동	836	2,786	988	1,439	727	949	108	334	130	64	23
2016	용산구	청파동	1,915	9,433	5,094	3,863	2,043	2,039	670	3,268	2,271	263	110
2016	용산구	원효로1동	1,843	10,407	4,126	2,976	1,337	6,350	2,375	770	238	311	176
2016	용산구	한강로동	4,892	31,880	12,864	7,232	3,280	18,294	7,266	5,792	2,058	562	260
2016	용산구	한남동	2,055	16,649	7,122	4,007	2,103	9,520	3,834	2,812	1,038	310	147
2016	성동구	소계	26,581	165,047	68,123	50,935	23,397	87,069	32,464	23,314	10,361	3,729	1,901
2016	성동구	왕십리2동	780	2,440	1,386	1,578	872	554	330	136	102	172	82
2016	성동구	마장동	3,238	11,683	4,006	5,217	2,014	4,082	948	2,095	923	289	121
2016	성동구	사근동	1,088	11,474	5,792	2,553	1,297	929	432	7,924	4,042	68	21
2016	성동구	행당1동	1,451	8,783	4,403	3,215	1,799	2,556	1,296	2,843	1,207	169	101
2016	성동구	행당2동	582	1,927	1,140	1,042	601	287	145	354	245	244	149
2016	성동구	응봉동	375	1,037	537	569	278	47	14	225	146	196	99
2016	성동구	금호1가동	535	1,685	919	1,061	559	294	148	178	121	152	91
2016	성동구	금호4가동	617	1,786	956	1,216	650	235	105	186	123	149	78
2016	성동구	성수1가1동	1,546	7,815	3,101	2,848	1,101	3,551	1,407	1,200	473	216	120
2016	성동구	성수1가2동	2,198	17,103	6,376	3,858	1,617	12,168	4,211	828	443	249	105
2016	성동구	성수2가1동	2,626	18,337	6,722	4,756	1,943	12,225	4,447	1,157	240	199	92
2016	성동구	성수2가3동	5,056	45,871	16,505	10,245	3,877	34,355	12,092	967	406	304	130
2016	성동구	송정동	695	2,453	1,065	1,335	548	541	217	548	286	29	14
2016	성동구	용답동	2,055	15,156	5,695	3,516	1,673	8,325	3,343	3,101	549	214	130
2016	성동구	왕십리도선동	1,906	11,693	6,295	4,316	2,393	6,044	3,008	862	605	471	289
2016	성동구	금호2.3가동	1,008	2,758	1,535	1,962	1,194	290	88	278	151	228	102
2016	성동구	옥수동	825	3,046	1,690	1,648	981	586	233	432	299	380	177
2016	광진구	소계	24,895	126,937	55,537	50,857	26,420	51,273	16,912	21,448	10,462	3,359	1,743
2016	광진구	화양동	2,474	15,035	7,227	6,615	3,359	2,842	1,113	5,393	2,651	185	104
2016	광진구	군자동	1,609	10,040	4,666	3,184	1,590	4,021	1,925	2,626	1,018	209	133
2016	광진구	중곡1동	1,639	6,476	2,549	3,264	1,559	2,878	803	187	84	147	103
2016	광진구	중곡2동	1,660	6,711	3,308	3,498	1,938	2,609	949	436	313	168	108
2016	광진구	중곡3동	1,347	5,601	2,483	2,875	1,434	1,802	430	665	431	259	188
2016	광진구	중곡4동	1,545	4,810	2,149	3,088	1,524	939	256	663	311	120	58
2016	광진구	능동	758	5,945	2,879	1,643	902	2,028	941	2,210	990	64	46
2016	광진구	구의1동	1,900	6,556	2,888	3,553	1,844	2,180	674	582	210	241	160
2016	광진구	구의2동	1,251	5,199	2,345	2,354	1,250	1,847	574	873	453	125	68
2016	광진구	구의3동	2,636	19,517	6,124	5,051	2,718	13,251	2,890	852	378	363	138
2016	광진구	광장동	1,402	12,078	5,580	2,651	1,356	7,415	3,109	1,383	861	629	254
2016	광진구	자양1동	1,736	8,527	3,604	3,633	2,017	3,168	776	1,504	686	222	125
2016	광진구	자양2동	1,524	7,659	3,283	2,664	1,287	2,067	663	2,699	1,228	229	105
2016	광진구	자양3동	1,356	6,395	3,484	2,698	1,498	2,630	1,415	816	479	251	92
2016	광진구	자양4동	2,058	6,388	2,968	4,086	2,144	1,596	394	559	369	147	61
2016	동대문구	소계	32,762	144,172	66,719	65,119	31,792	46,235	19,130	28,411	13,433	4,407	2,364
2016	동대문구	회기동	988	9,709	5,197	2,262	1,277	758	506	6,607	3,371	82	43
2016	동대문구	휘경1동	1,027	4,606	2,333	2,476	1,324	1,817	837	187	109	126	63
2016	동대문구	휘경2동	1,197	4,977	2,462	1,847	750	678	246	2,190	1,307	262	159
2016	동대문구	청량리동	1,683	8,132	3,524	3,359	1,843	1,520	603	2,883	857	370	221
2016	동대문구	용신동	5,820	32,819	14,630	11,534	5,217	15,776	6,535	5,031	2,627	478	251
2016	동대문구	제기동	4,739	11,977	5,391	8,058	3,645	2,338	867	1,041	619	540	260
2016	동대문구	전농1동	2,178	8,303	4,033	4,032	2,127	2,256	1,035	1,782	728	233	143
2016	동대문구	전농2동	875	4,824	2,393	1,621	929	609	239	2,291	1,088	303	137
2016	동대문구	답십리1동	2,242	10,402	4,713	4,366	2,077	4,866	2,041	628	272	542	323
2016	동대문구	답십리2동	2,055	6,059	2,391	4,009	1,617	1,365	379	158	92	527	303
2016	동대문구	장안1동	4,539	21,790	9,612	9,669	4,616	10,445	4,335	1,262	480	414	181
2016	동대문구	장안2동	3,204	11,468	5,971	7,697	4,184	2,803	1,185	681	427	287	175
2016	동대문구	이문1동	1,486	6,849	3,147	2,882	1,483	657	266	3,132	1,312	178	86
2016	동대문구	이문2동	729	2,257	922	1,307	703	347	56	538	144	65	19
2016	중랑구	소계	27,915	101,190	48,428	58,286	30,581	25,328	8,472	14,710	7,959	2,866	1,416
2016	중랑구	면목2동	2,053	6,620	3,058	4,860	2,535	1,289	306	363	177	108	40
2016	중랑구	면목4동	1,102	3,702	1,730	2,298	1,249	838	152	443	272	123	57
2016	중랑구	면목5동	873	2,976	1,217	1,854	900	961	259	78	19	83	39
2016	중랑구	면목7동	1,512	4,175	2,200	3,370	1,908	462	132	205	111	138	49
2016	중랑구	상봉1동	1,124	6,360	2,830	2,215	1,181	3,104	1,136	909	467	132	46
2016	중랑구	상봉2동	2,131	9,451	4,431	4,902	2,528	3,638	1,534	535	200	376	169
2016	중랑구	중화1동	1,061	3,715	2,129	2,303	1,317	712	339	590	421	110	52
2016	중랑구	중화2동	2,126	7,516	3,363	4,258	2,251	2,900	955	247	111	111	46
2016	중랑구	묵1동	1,471	5,369	2,794	3,022	1,685	1,470	644	731	410	146	55
2016	중랑구	묵2동	1,815	4,712	2,188	3,200	1,522	937	395	429	187	146	84
2016	중랑구	망우3동	1,107	3,728	1,897	2,594	1,398	733	232	331	225	70	42
2016	중랑구	신내1동	1,945	9,956	4,367	3,771	1,790	3,045	518	2,881	1,921	259	138
2016	중랑구	신내2동	1,136	6,165	3,002	2,254	1,330	925	403	2,752	1,158	234	111
2016	중랑구	면목본동	2,498	7,459	4,052	5,859	3,260	923	319	469	320	208	153
2016	중랑구	면목3.8동	2,090	7,040	3,532	4,219	2,265	980	284	1,673	892	168	91
2016	중랑구	망우본동	3,871	12,246	5,638	7,307	3,462	2,411	864	2,074	1,068	454	244
2016	성북구	소계	24,560	111,442	55,355	52,151	28,353	25,724	9,945	29,522	14,928	4,045	2,129
2016	성북구	돈암1동	394	1,788	932	690	376	563	265	430	239	105	52
2016	성북구	돈암2동	398	2,168	1,371	631	392	977	649	426	267	134	63
2016	성북구	안암동	1,462	12,928	6,014	3,083	1,562	1,899	763	7,765	3,603	181	86
2016	성북구	보문동	1,303	5,195	2,513	2,719	1,336	1,813	835	422	204	241	138
2016	성북구	정릉1동	732	2,053	1,032	1,487	795	251	81	151	76	164	80
2016	성북구	정릉2동	900	2,871	1,360	1,603	751	609	138	495	380	164	91
2016	성북구	정릉3동	667	4,319	1,893	1,102	531	527	128	2,513	1,137	177	97
2016	성북구	정릉4동	929	4,283	1,649	1,759	967	1,222	114	1,093	484	209	84
2016	성북구	길음1동	968	3,525	2,273	2,285	1,516	370	194	600	420	270	143
2016	성북구	길음2동	1,296	4,987	2,879	2,810	1,718	1,561	874	339	159	277	128
2016	성북구	월곡1동	1,376	5,062	2,557	2,712	1,447	1,289	474	861	529	200	107
2016	성북구	월곡2동	1,594	7,909	4,096	3,590	1,923	1,195	567	2,905	1,490	219	116
2016	성북구	장위1동	1,028	2,643	1,436	2,074	1,089	232	110	187	135	150	102
2016	성북구	장위2동	1,606	5,015	2,455	3,624	1,911	794	204	425	248	172	92
2016	성북구	장위3동	804	3,480	1,417	1,731	836	1,238	254	370	233	141	94
2016	성북구	성북동	1,107	5,286	2,759	2,249	1,281	1,878	781	934	586	225	111
2016	성북구	삼선동	1,849	10,526	5,320	3,918	2,239	2,158	1,148	4,265	1,815	185	118
2016	성북구	동선동	1,936	10,556	5,446	4,902	2,752	3,039	1,129	2,377	1,408	238	157
2016	성북구	종암동	2,048	7,309	3,640	4,320	2,325	1,212	482	1,322	603	455	230
2016	성북구	석관동	2,163	9,539	4,313	4,862	2,606	2,897	755	1,642	912	138	40
2016	강북구	소계	18,742	69,768	36,462	39,090	20,864	16,789	7,519	10,199	5,596	3,690	2,483
2016	강북구	번1동	1,793	8,987	5,064	3,989	2,261	3,917	2,312	869	345	212	146
2016	강북구	번2동	656	3,314	1,252	1,150	536	961	216	1,107	459	96	41
2016	강북구	번3동	860	2,922	1,310	1,595	680	653	201	482	309	192	120
2016	강북구	수유1동	1,449	4,878	2,575	2,454	1,319	1,076	308	1,078	778	270	170
2016	강북구	수유2동	1,363	4,339	2,301	2,811	1,413	878	418	280	208	370	262
2016	강북구	수유3동	2,399	8,658	4,793	5,593	3,056	1,682	1,066	1,220	570	163	101
2016	강북구	삼양동	1,176	3,641	2,080	2,214	1,183	397	134	528	372	502	391
2016	강북구	미아동	1,639	6,194	3,460	3,704	2,094	1,064	604	1,146	556	280	206
2016	강북구	송중동	1,955	7,783	4,303	4,360	2,314	2,276	1,257	869	557	278	175
2016	강북구	송천동	2,128	7,241	3,823	4,721	2,639	1,424	589	806	411	290	184
2016	강북구	삼각산동	781	2,354	1,395	1,631	954	159	88	392	285	172	68
2016	강북구	우이동	993	3,970	1,479	2,070	1,059	1,377	135	198	93	325	192
2016	강북구	인수동	1,550	5,487	2,627	2,798	1,356	925	191	1,224	653	540	427
2016	도봉구	소계	18,686	70,166	33,581	36,364	18,638	17,829	5,694	11,754	6,707	4,219	2,542
2016	도봉구	쌍문1동	928	3,908	2,100	1,864	1,013	555	160	1,259	784	230	143
2016	도봉구	쌍문2동	1,308	5,503	2,660	2,740	1,533	1,795	453	526	348	442	326
2016	도봉구	쌍문3동	975	4,078	1,970	2,142	994	619	241	1,211	679	106	56
2016	도봉구	쌍문4동	616	1,922	1,027	1,023	522	77	39	648	402	174	64
2016	도봉구	방학1동	2,330	10,831	5,033	4,967	2,739	2,975	816	2,422	1,201	467	277
2016	도봉구	방학2동	1,244	3,029	1,579	2,367	1,154	203	89	283	202	176	134
2016	도봉구	방학3동	871	3,127	1,526	1,611	793	587	74	427	289	502	370
2016	도봉구	창1동	1,404	3,739	1,958	2,370	1,194	633	307	502	338	234	119
2016	도봉구	창2동	1,398	4,457	2,163	2,947	1,451	841	290	427	297	242	125
2016	도봉구	창3동	969	2,242	1,201	1,683	854	183	55	184	147	192	145
2016	도봉구	창4동	1,284	7,286	3,503	2,615	1,482	3,015	1,326	1,275	539	381	156
2016	도봉구	창5동	2,219	7,259	3,424	4,232	2,002	2,089	816	631	459	307	147
2016	도봉구	도봉1동	1,701	6,063	2,598	3,259	1,684	1,893	398	617	342	294	174
2016	도봉구	도봉2동	1,439	6,722	2,839	2,544	1,223	2,364	630	1,342	680	472	306
2016	노원구	소계	26,271	114,999	59,673	53,407	29,095	28,603	12,253	26,422	14,871	6,567	3,454
2016	노원구	월계1동	1,444	6,011	2,438	2,953	1,460	1,099	209	1,702	656	257	113
2016	노원구	월계2동	922	3,313	1,460	1,421	589	567	175	1,154	603	171	93
2016	노원구	월계3동	965	3,371	1,568	1,392	696	958	370	680	294	341	208
2016	노원구	공릉2동	1,944	11,763	5,795	3,501	1,852	1,645	520	6,200	3,202	417	221
2016	노원구	하계1동	1,023	7,727	3,984	2,345	1,356	2,018	742	2,977	1,675	387	211
2016	노원구	하계2동	387	1,248	695	692	352	39	25	330	259	187	59
2016	노원구	중계본동	1,184	5,296	2,671	2,617	1,404	1,605	719	787	452	287	96
2016	노원구	중계1동	951	4,219	2,299	2,240	1,278	1,070	579	556	332	353	110
2016	노원구	중계4동	1,044	3,766	2,108	2,265	1,268	363	155	903	565	235	120
2016	노원구	상계1동	3,133	10,559	4,367	5,118	2,197	3,796	1,080	1,251	879	394	211
2016	노원구	상계2동	2,459	9,991	5,932	6,594	3,906	2,102	1,139	842	606	453	281
2016	노원구	상계5동	1,568	4,708	2,636	2,844	1,629	1,213	595	217	118	434	294
2016	노원구	상계8동	577	1,935	1,190	1,298	818	113	64	394	280	130	28
2016	노원구	상계9동	721	2,519	1,437	1,383	785	209	146	753	452	174	54
2016	노원구	상계10동	469	2,191	910	863	466	484	119	753	307	91	18
2016	노원구	상계3.4동	1,434	4,495	2,013	2,290	1,136	1,424	419	380	245	401	213
2016	노원구	상계6.7동	1,910	14,943	9,344	5,137	3,217	4,587	3,015	4,351	2,578	868	534
2016	노원구	중계2.3동	1,360	5,472	3,300	2,574	1,626	1,151	641	1,434	904	313	129
2016	노원구	공릉1동	2,776	11,472	5,526	5,880	3,060	4,160	1,541	758	464	674	461
2016	은평구	소계	24,615	90,203	47,271	48,172	26,622	21,709	8,892	16,351	9,621	3,971	2,136
2016	은평구	녹번동	1,900	9,821	5,017	3,589	1,878	2,373	1,146	3,299	1,664	560	329
2016	은평구	불광1동	1,640	6,326	3,812	3,132	1,870	1,860	1,180	1,062	630	272	132
2016	은평구	갈현1동	1,419	4,944	2,796	3,017	1,644	1,319	765	430	291	178	96
2016	은평구	갈현2동	1,594	6,148	3,553	3,553	2,081	1,100	470	1,136	747	359	255
2016	은평구	구산동	1,209	5,252	2,888	1,925	948	904	265	2,011	1,435	412	240
2016	은평구	대조동	2,553	8,019	4,527	5,683	3,472	1,393	593	760	368	183	94
2016	은평구	응암1동	1,680	7,696	4,062	3,895	2,274	2,687	1,124	854	532	260	132
2016	은평구	응암2동	610	1,823	1,065	1,135	661	87	24	512	338	89	42
2016	은평구	신사1동	1,290	3,909	1,904	2,442	1,328	789	183	548	355	130	38
2016	은평구	신사2동	1,639	3,686	1,347	2,333	811	600	93	568	335	185	108
2016	은평구	증산동	1,130	4,192	1,796	2,124	1,092	1,549	407	394	257	125	40
2016	은평구	수색동	727	2,695	934	1,095	514	1,028	218	475	147	97	55
2016	은평구	진관동	1,539	8,504	4,442	2,983	1,811	2,978	1,203	2,067	1,223	476	205
2016	은평구	불광2동	1,347	4,290	2,433	2,565	1,499	601	353	964	484	160	97
2016	은평구	응암3동	1,815	4,965	2,780	3,613	2,036	505	218	608	377	239	149
2016	은평구	역촌동	2,523	7,933	3,915	5,088	2,703	1,936	650	663	438	246	124
2016	서대문구	소계	19,540	113,979	57,022	37,185	19,663	36,420	14,538	37,020	20,998	3,354	1,823
2016	서대문구	천연동	922	2,835	1,485	1,648	913	287	94	718	384	182	94
2016	서대문구	홍제1동	1,119	4,489	2,319	2,301	1,356	1,036	345	791	459	361	159
2016	서대문구	홍제3동	1,255	3,790	2,006	2,319	1,256	672	250	610	412	189	88
2016	서대문구	홍제2동	590	1,677	895	1,081	643	153	55	330	140	113	57
2016	서대문구	홍은1동	981	2,470	1,272	1,480	756	360	156	378	216	252	144
2016	서대문구	홍은2동	1,168	5,372	2,438	2,147	1,043	1,501	465	1,441	803	283	127
2016	서대문구	남가좌1동	733	2,047	1,288	1,477	945	214	98	229	174	127	71
2016	서대문구	남가좌2동	1,308	4,207	2,012	2,331	1,196	702	240	1,018	481	156	95
2016	서대문구	북가좌1동	642	3,126	1,218	1,227	622	1,449	262	315	256	135	78
2016	서대문구	북가좌2동	2,330	7,183	3,334	3,922	1,666	2,643	1,300	245	117	373	251
2016	서대문구	충현동	1,812	25,628	10,109	2,840	1,499	16,360	5,900	6,047	2,472	381	238
2016	서대문구	북아현동	790	2,099	1,065	1,430	747	148	62	401	193	120	63
2016	서대문구	신촌동	3,642	37,929	22,571	8,699	4,912	6,940	3,951	21,918	13,512	372	196
2016	서대문구	연희동	2,248	11,127	5,010	4,283	2,109	3,955	1,360	2,579	1,379	310	162
2016	마포구	소계	36,191	250,605	112,915	68,442	35,962	153,674	63,073	23,989	11,509	4,500	2,371
2016	마포구	용강동	2,608	19,216	7,889	3,817	2,047	13,443	4,896	1,624	834	332	112
2016	마포구	대흥동	1,583	9,646	5,130	3,543	2,107	2,969	1,470	2,895	1,412	239	141
2016	마포구	염리동	720	3,618	1,763	1,131	576	1,611	668	635	376	241	143
2016	마포구	신수동	1,174	5,334	2,426	2,375	1,142	2,022	853	728	340	209	91
2016	마포구	서교동	9,536	62,203	31,051	21,035	11,064	38,797	18,559	1,976	1,180	395	248
2016	마포구	합정동	2,049	14,716	5,964	3,454	1,690	10,582	3,899	500	290	180	85
2016	마포구	망원1동	1,771	4,705	1,844	2,995	1,346	1,346	355	261	102	103	41
2016	마포구	망원2동	1,362	5,226	2,166	2,571	1,276	2,169	565	231	180	255	145
2016	마포구	연남동	1,506	5,926	2,744	2,579	1,230	2,781	1,130	403	266	163	118
2016	마포구	성산1동	1,539	11,078	3,629	2,692	1,135	7,546	1,952	618	415	222	127
2016	마포구	성산2동	1,782	11,771	5,716	3,207	1,616	4,621	2,392	3,270	1,333	673	375
2016	마포구	상암동	2,341	38,152	14,657	4,189	2,506	29,871	10,391	3,779	1,567	313	193
2016	마포구	도화동	2,012	15,583	7,880	3,353	1,939	11,121	5,462	728	367	381	112
2016	마포구	서강동	1,699	11,958	6,098	3,481	1,702	5,512	2,871	2,623	1,278	342	247
2016	마포구	공덕동	2,764	18,875	8,757	4,989	2,715	11,138	4,790	2,457	1,112	291	140
2016	마포구	아현동	1,745	12,598	5,201	3,031	1,871	8,145	2,820	1,261	457	161	53
2016	양천구	소계	26,108	117,259	54,186	51,133	27,634	41,473	13,331	19,988	10,869	4,665	2,352
2016	양천구	목1동	2,943	20,725	10,149	6,297	3,940	11,834	5,075	2,336	1,043	258	91
2016	양천구	목2동	1,139	4,094	1,928	2,258	1,179	1,221	417	426	233	189	99
2016	양천구	목3동	1,242	4,644	1,967	2,451	1,385	1,763	345	296	169	134	68
2016	양천구	목4동	1,326	3,853	2,127	2,637	1,506	761	386	318	186	137	49
2016	양천구	신월1동	1,775	5,063	2,255	3,266	1,647	1,365	325	222	151	210	132
2016	양천구	신월2동	1,239	3,984	1,673	2,139	981	1,204	260	390	288	251	144
2016	양천구	신월3동	958	4,277	1,715	1,850	860	1,556	321	740	452	131	82
2016	양천구	신월4동	1,164	3,745	1,369	1,792	866	1,420	155	181	137	352	211
2016	양천구	신월5동	1,010	4,422	1,791	2,161	1,117	1,619	251	511	355	131	68
2016	양천구	신월6동	1,460	3,231	1,025	2,083	628	894	233	206	145	48	19
2016	양천구	신월7동	1,391	5,695	1,954	2,337	1,138	1,928	334	1,176	330	254	152
2016	양천구	신정1동	1,099	4,929	2,618	2,102	1,213	952	437	1,516	837	359	131
2016	양천구	신정2동	1,104	3,612	1,966	2,311	1,287	719	307	411	309	171	63
2016	양천구	신정3동	1,882	9,536	3,837	3,445	1,836	4,040	768	1,639	1,060	412	173
2016	양천구	신정6동	738	5,769	2,935	1,592	975	976	454	2,906	1,334	295	172
2016	양천구	신정7동	991	4,481	1,998	1,906	987	645	320	1,562	498	368	193
2016	양천구	목5동	1,525	10,258	5,818	2,944	1,783	2,722	1,170	4,088	2,698	504	167
2016	양천구	신정4동	3,122	14,941	7,061	7,562	4,306	5,854	1,773	1,064	644	461	338
2016	강서구	소계	34,662	207,406	93,651	66,954	36,081	114,091	43,406	20,611	10,861	5,750	3,303
2016	강서구	염창동	2,149	15,633	6,041	3,831	2,081	10,124	2,918	1,338	917	340	125
2016	강서구	등촌1동	1,939	15,729	6,558	3,566	1,935	10,901	4,135	981	328	281	160
2016	강서구	등촌2동	735	3,454	1,638	1,493	820	883	281	958	475	120	62
2016	강서구	등촌3동	2,627	22,329	11,293	5,150	3,109	13,889	6,258	2,434	1,336	856	590
2016	강서구	화곡본동	1,355	4,047	2,274	2,922	1,726	572	188	370	261	183	99
2016	강서구	화곡2동	852	2,790	1,464	1,514	741	709	296	470	370	97	57
2016	강서구	화곡3동	1,227	5,360	2,854	2,709	1,558	2,189	978	309	247	153	71
2016	강서구	화곡4동	1,444	3,860	1,994	2,668	1,400	663	280	419	244	110	70
2016	강서구	화곡6동	1,850	11,322	5,326	4,496	2,383	4,283	1,750	2,378	1,108	165	85
2016	강서구	화곡8동	1,230	3,229	1,665	2,257	1,252	637	204	151	83	184	126
2016	강서구	가양1동	1,809	14,040	5,036	3,505	1,691	9,761	2,989	577	268	197	88
2016	강서구	가양2동	640	3,495	1,799	1,297	781	1,123	396	812	500	263	122
2016	강서구	가양3동	933	7,631	3,062	1,284	652	5,151	1,811	1,023	493	173	106
2016	강서구	발산1동	2,322	11,966	5,386	4,615	2,512	4,898	1,358	2,074	1,279	379	237
2016	강서구	공항동	1,973	35,503	16,085	3,375	1,632	29,880	13,571	1,998	752	250	130
2016	강서구	방화1동	2,879	10,377	5,049	5,536	2,921	3,460	1,219	642	415	739	494
2016	강서구	방화2동	2,932	13,631	5,034	4,540	1,974	7,878	2,568	922	319	291	173
2016	강서구	방화3동	932	4,739	2,015	1,540	803	1,892	465	1,013	625	294	122
2016	강서구	화곡1동	3,126	10,841	5,151	6,731	3,655	3,074	883	650	400	386	213
2016	강서구	우장산동	1,708	7,430	3,927	3,925	2,455	2,124	858	1,092	441	289	173
2016	구로구	소계	38,033	211,391	88,084	65,420	31,515	121,363	43,441	19,403	10,251	5,205	2,877
2016	구로구	신도림동	2,835	14,839	7,155	5,700	2,686	8,127	3,871	691	422	321	176
2016	구로구	구로1동	626	3,021	1,098	1,192	619	1,120	145	546	264	163	70
2016	구로구	구로3동	6,881	82,785	29,914	9,463	4,858	69,776	23,310	2,552	1,260	994	486
2016	구로구	구로4동	2,023	5,011	2,775	3,393	2,009	636	214	544	308	438	244
2016	구로구	구로5동	4,857	26,516	11,598	7,690	3,418	15,755	6,670	2,444	1,096	627	414
2016	구로구	고척1동	2,629	9,475	4,067	5,439	2,480	2,485	813	1,307	681	244	93
2016	구로구	고척2동	1,427	3,976	2,055	2,709	1,439	506	171	574	340	187	105
2016	구로구	개봉2동	1,133	2,989	1,693	2,367	1,420	328	120	128	52	166	101
2016	구로구	개봉3동	1,012	5,099	2,391	1,705	891	2,795	1,050	383	292	216	158
2016	구로구	오류1동	1,121	5,158	2,697	2,135	1,134	2,414	1,266	422	188	187	109
2016	구로구	오류2동	1,573	7,882	3,290	3,115	1,726	1,798	392	2,450	919	519	253
2016	구로구	수궁동	1,272	5,881	2,111	2,298	995	2,216	410	1,168	619	199	87
2016	구로구	가리봉동	976	2,820	1,573	1,691	963	487	163	248	141	394	306
2016	구로구	구로2동	7,912	30,343	12,792	13,134	5,117	11,663	4,365	5,155	3,111	391	199
2016	구로구	개봉1동	1,756	5,596	2,875	3,389	1,760	1,257	481	791	558	159	76
2016	금천구	소계	30,987	225,578	83,939	54,316	26,199	158,072	50,635	10,233	5,463	2,957	1,642
2016	금천구	가산동	13,752	153,745	53,813	19,981	9,568	130,142	42,768	2,984	1,228	638	249
