기간	자치구	동	계	계	계	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	보통세	목적세	목적세	목적세	목적세	목적세	과년도수입	과년도수입
기간	자치구	동	계	시세	구세	시세	시세	시세	시세	시세	시세	시세	시세	구세	구세	구세	구세	구세	시세	시세	시세	시세	구세	시세	구세
기간	자치구	동	계	시세	구세	취득세	레저세	주민세	자동차세	담배소비세	재산세	지방소비세	지방소득세	등록면허세	주민세	재산세	종합토지세	지방소득세	지역자원시설세	지방교육세	도시계획세	공동시설세	사업소세	시세	구세
2012	관악구	신원동	5,534	4,438	1,096	1,477	-	51	545	-	1,005	-	681	75	-	1,014	-	-	91	433	-	-	-	156	7
2012	관악구	서림동	9,627	7,296	2,332	2,384	-	98	887	-	1,950	-	682	135	-	2,184	-	-	311	789	-	-	-	195	13
2012	관악구	신사동	10,446	8,300	2,145	3,296	-	88	851	-	1,782	-	1,043	218	-	1,919	-	-	198	823	-	-	-	219	8
2012	관악구	신림동	25,555	19,229	6,327	5,028	6,360	167	601	-	2,912	-	539	2,271	1	3,991	-	-	486	2,811	-	-	-	325	64
2012	관악구	난향동	7,280	5,560	1,720	1,483	-	37	966	-	1,553	-	581	81	-	1,626	-	-	152	637	-	-	-	152	13
2012	관악구	조원동	11,908	8,857	3,051	2,981	-	113	767	-	2,357	-	1,223	208	-	2,832	-	-	300	917	-	-	-	199	11
2012	관악구	대학동	14,863	11,736	3,126	2,537	-	143	862	-	2,479	-	4,214	154	-	2,908	-	49	435	889	-	-	-	178	15
2012	관악구	은천동	15,823	12,017	3,806	3,934	-	122	1,647	-	3,121	-	1,243	254	-	3,537	-	-	333	1,350	-	-	-	267	15
2012	관악구	성현동	15,249	12,053	3,197	3,362	-	72	1,752	-	2,814	-	789	168	-	3,008	-	-	240	2,752	-	-	-	272	21
2012	관악구	청룡동	19,307	14,775	4,532	6,024	-	158	1,149	-	3,449	-	1,982	286	-	4,209	-	21	519	1,252	-	-	-	242	16
2012	관악구	난곡동	7,774	6,334	1,441	2,450	-	67	902	-	1,267	-	608	171	-	1,260	-	-	99	664	-	-	-	277	10
2012	관악구	삼성동	7,629	5,908	1,721	1,618	-	64	1,119	-	1,508	-	535	102	-	1,605	-	-	127	689	-	-	-	248	14
2012	관악구	미성동	16,398	12,439	3,959	4,243	-	108	1,499	-	2,871	-	1,760	594	-	3,309	-	-	276	1,358	-	-	-	323	56
2012	서초구	소계	1,116,810	955,171	161,640	247,590	-	4,513	40,666	-	192,506	-	374,067	30,102	22	130,182	-	218	14,834	72,614	-	-	-51	8,381	1,166
2012	서초구	서초1동	84,958	68,398	16,560	13,565	-	485	2,261	-	13,155	-	31,122	7,365	-	9,110	-	-	1,105	6,085	-	-	-1	620	86
2012	서초구	서초2동	134,639	118,726	15,913	16,669	-	775	3,004	-	19,022	-	68,677	2,640	1	13,074	-	133	2,213	7,838	-	-	-	528	65
2012	서초구	서초3동	114,107	97,056	17,051	13,584	-	628	3,793	-	21,350	-	46,967	1,981	9	15,022	-	-21	2,282	7,651	-	-	-44	801	104
2012	서초구	서초4동	96,498	81,630	14,868	13,573	-	-10	3,404	-	20,130	-	35,625	698	2	14,058	-	1	1,536	6,867	-	-	-	505	109
2012	서초구	잠원동	63,376	51,640	11,736	12,890	-	297	3,288	-	12,506	-	16,509	3,451	2	8,188	-	-1	620	4,642	-	-	-	888	96
2012	서초구	반포본동	37,661	31,051	6,610	13,570	-	4	1,182	-	9,189	-	4,096	237	-	6,348	-	-	63	2,824	-	-	-	123	25
2012	서초구	반포1동	64,907	52,779	12,128	13,553	-	226	2,720	-	13,688	-	16,449	2,692	1	9,372	-	-	633	4,997	-	-	-	513	63
2012	서초구	반포2동	52,405	42,684	9,721	13,563	-	80	2,114	-	11,968	-	10,240	1,241	-	8,444	-	-	325	4,177	-	-	-	217	36
2012	서초구	반포3동	42,042	35,674	6,368	13,573	-	149	2,102	-	9,417	-	7,017	187	1	6,152	-	-	224	2,966	-	-	-	226	28
2012	서초구	반포4동	58,473	51,215	7,258	13,563	-	463	2,128	-	10,047	-	20,069	822	1	6,366	-	-	1,095	3,435	-	-	-	415	69
2012	서초구	방배본동	42,676	37,247	5,429	13,568	-	54	1,928	-	7,407	-	10,893	414	1	4,908	-	-	415	2,581	-	-	-	401	106
2012	서초구	방배1동	37,447	31,310	6,137	14,451	-	-24	1,349	-	5,051	-	7,053	2,812	1	3,310	-	-	375	2,624	-	-	-	431	14
2012	서초구	방배2동	37,309	33,936	3,373	13,611	-	239	1,551	-	4,968	-	11,035	377	-	2,963	-	-	389	1,772	-	-	-	371	33
2012	서초구	방배3동	42,103	37,559	4,544	13,594	-	-9	2,195	-	6,457	-	12,160	318	-	4,106	-	-	356	2,287	-	-	-	519	120
2012	서초구	방배4동	45,503	39,160	6,343	13,556	-	-204	2,135	-	8,112	-	11,766	467	1	5,817	-	-	542	2,848	-	-	-	405	58
2012	서초구	양재1동	60,791	52,381	8,410	13,568	-	509	2,447	-	8,880	-	20,841	2,677	1	5,684	-	-	861	4,800	-	-	-	475	48
2012	서초구	양재2동	78,158	71,000	7,158	13,574	-	755	2,595	-	9,054	-	39,296	1,416	1	5,573	-	106	1,682	3,305	-	-	-6	739	68
2012	서초구	내곡동	23,757	21,725	2,032	13,565	-	96	470	-	2,105	-	4,252	307	-	1,687	-	-	118	915	-	-	-	204	38
2012	강남구	소계	2,212,952	1,948,489	264,463	528,394	19,483	7,629	54,367	-	326,151	-	837,549	58,256	34	203,215	-1	73	26,561	133,011	-	-	-70	15,344	2,957
2012	강남구	신사동	94,591	80,894	13,697	24,313	307	413	2,009	-	16,959	-	28,381	3,010	2	10,541	-1	-	975	6,900	-	-	-8	637	153
2012	강남구	논현1동	114,670	99,684	14,986	28,795	4,605	511	2,306	-	16,025	-	38,585	4,655	4	10,166	-	-	1,418	6,654	-	-	-7	785	168
2012	강남구	논현2동	130,626	115,329	15,297	33,719	-	605	4,040	-	22,175	-	43,150	1,832	3	13,297	-	-	2,029	8,703	-	-	-6	908	171
2012	강남구	삼성1동	214,810	194,103	20,707	30,164	-	809	2,664	-	24,715	-	121,970	5,926	2	14,555	-	-	2,725	9,527	-	-	-8	1,529	232
2012	강남구	삼성2동	101,044	88,544	12,500	24,252	-	259	3,271	-	16,745	-	35,041	1,870	1	10,497	-	-	1,408	6,871	-	-	-8	697	140
2012	강남구	대치1동	78,750	66,450	12,300	19,350	-	121	2,003	-	14,274	-	23,994	3,327	-	8,835	-	-	402	5,783	-	-	-	523	138
2012	강남구	대치4동	93,641	83,602	10,039	19,998	4,337	404	2,105	-	10,307	-	39,806	3,181	2	6,734	-	17	1,579	4,408	-	-	-7	658	112
2012	강남구	역삼1동	382,260	341,837	40,423	63,321	-	1,628	5,676	-	41,911	-	204,577	15,039	8	24,896	-	31	5,737	16,295	-	-	-3	2,692	452
2012	강남구	역삼2동	114,466	102,353	12,113	33,946	-	446	3,294	-	17,021	-	38,567	2,020	1	9,957	-	-	1,756	6,517	-	-	-	806	135
2012	강남구	도곡1동	55,938	47,879	8,059	17,550	-	164	1,997	-	8,442	-	15,217	2,383	1	5,585	-	-	477	3,656	-	-	-	376	90
2012	강남구	도곡2동	127,119	113,800	13,319	23,389	-	239	4,284	-	20,849	-	54,711	908	1	12,238	-	23	1,423	8,010	-	-	-	895	149
2012	강남구	개포1동	33,110	26,507	6,603	11,549	-	31	1,176	-	7,178	-	3,101	1,619	-	4,910	-	-	50	3,213	-	-	-	209	74
2012	강남구	개포4동	27,914	23,863	4,051	10,887	-	161	1,639	-	4,750	-	3,520	405	-	3,601	-	-	360	2,358	-	-	-	188	45
2012	강남구	일원본동	32,209	27,815	4,394	9,853	-	117	1,584	-	5,697	-	7,262	221	-	4,124	-	-	384	2,699	-	-	-	219	49
2012	강남구	일원1동	14,754	12,145	2,609	8,134	-	54	553	-	1,415	-	469	571	-	2,009	-	-	109	1,315	-	-	-	96	29
2012	강남구	일원2동	31,111	27,390	3,721	8,725	-	62	906	-	3,622	-	11,555	526	-	3,153	-	-	241	2,063	-	-	-	216	42
2012	강남구	수서동	29,543	26,113	3,430	14,287	-	135	846	-	2,021	-	6,616	1,015	-	2,375	-	2	448	1,554	-	-	-	206	38
2012	강남구	세곡동	28,755	25,501	3,254	20,913	-	24	350	-	1,729	-	575	765	-	2,454	-	-	103	1,606	-	-	-	201	36
2012	강남구	압구정동	145,074	123,768	21,306	29,770	-	413	3,490	-	32,249	-	43,107	2,052	3	19,021	-	-	1,314	12,450	-	-	-8	975	238
2012	강남구	청담동	185,298	165,064	20,234	52,110	10,234	480	3,676	-	26,318	-	58,946	4,442	3	15,571	-	-	1,808	10,192	-	-	-8	1,300	226
2012	강남구	대치2동	145,659	129,493	16,166	30,603	-	474	4,600	-	24,119	-	57,912	2,122	3	13,867	-	-	1,689	9,076	-	-	-7	1,020	181
2012	강남구	개포2동	31,610	26,355	5,255	12,766	-	79	1,898	-	7,630	-	487	367	-	4,829	-	-	126	3,161	-	-	-	208	59
2012	송파구	소계	743,663	608,810	134,853	156,706	13,621	3,825	45,299	-	166,795	-	135,207	20,168	31	113,404	-2	120	11,953	66,747	-	-	-8	8,657	1,140
2012	송파구	풍납1동	7,499	6,113	1,386	1,551	-	50	792	-	1,453	-	1,354	433	-	944	-	-	92	687	-	-	-1	134	10
2012	송파구	풍납2동	23,319	20,038	3,281	2,695	-	211	1,749	-	4,766	-	7,958	160	2	3,106	-	-	737	1,667	-	-	-7	255	20
2012	송파구	거여1동	11,186	9,511	1,675	1,489	-	53	760	-	1,926	-	4,230	333	1	1,284	-	-	122	756	-	-	-	175	57
2012	송파구	거여2동	14,923	10,998	3,925	2,617	-	84	1,337	-	4,297	-	757	469	-	3,436	-	-	181	1,493	-	-	-	232	20
2012	송파구	마천1동	7,492	5,801	1,691	1,348	-	49	756	-	1,973	-	605	327	-	1,355	-	-	132	738	-	-	-	200	9
2012	송파구	마천2동	9,934	8,431	1,503	2,489	-	67	938	-	1,980	-	1,629	132	1	1,355	-	-	140	979	-	-	-	209	15
2012	송파구	방이1동	24,744	20,525	4,219	2,962	4,904	103	1,498	-	3,853	-	5,214	1,403	-	2,793	-	10	305	1,505	-	-	-	181	13
2012	송파구	방이2동	39,903	34,557	5,346	6,535	8,717	257	1,661	-	6,580	-	6,834	445	2	4,814	-	-	846	2,674	-	-	-	453	85
2012	송파구	오륜동	29,383	23,486	5,897	6,112	-	119	1,988	-	7,361	-	4,532	116	1	5,748	-	-	225	2,798	-	-	-	351	32
2012	송파구	오금동	27,998	23,038	4,960	4,999	-	201	1,458	-	5,929	-	7,303	843	6	4,071	-	-	495	2,242	-	-	-	411	40
2012	송파구	송파1동	22,844	19,063	3,781	5,932	-	147	1,524	-	3,989	-	4,746	963	2	2,788	-	-	334	2,071	-	-	-	320	28
2012	송파구	송파2동	20,628	17,642	2,986	7,522	-	74	1,589	-	3,817	-	1,853	329	-	2,620	-	-	208	2,340	-	-	-	239	37
2012	송파구	석촌동	26,021	21,211	4,810	5,767	-	192	1,887	-	5,553	-	4,553	720	1	4,040	-	14	458	2,390	-	-	-	411	35
2012	송파구	삼전동	18,345	15,496	2,849	5,140	-	145	1,690	-	3,422	-	2,495	566	-	2,241	-	-	315	1,855	-	-	-	434	42
2012	송파구	가락본동	37,436	31,491	5,945	6,738	-	290	2,128	-	7,113	-	10,951	687	2	4,942	-	96	931	2,892	-	-	-	448	218
2012	송파구	가락1동	21,562	15,615	5,947	4,733	-	235	866	-	3,670	-	3,933	3,625	1	2,295	-	-	241	1,678	-	-	-	259	26
2012	송파구	가락2동	21,580	17,728	3,852	4,106	-	140	2,289	-	5,218	-	3,031	316	-	3,466	-	-	404	2,102	-	-	-	438	70
2012	송파구	문정1동	24,198	20,243	3,955	3,761	-	125	1,674	-	6,078	-	5,936	1,254	4	2,669	-	-	327	2,084	-	-	-	258	28
2012	송파구	문정2동	33,694	28,488	5,206	7,491	-	186	1,830	-	6,824	-	7,623	377	-	4,804	-	-	1,329	2,922	-	-	-	283	25
2012	송파구	장지동	19,356	16,587	2,769	4,701	-	161	2,878	-	3,704	-	2,349	329	1	2,416	-2	-	336	2,042	-	-	-	416	25
2012	송파구	잠실본동	59,468	49,559	9,909	14,574	-	251	2,550	-	12,101	-	13,255	931	5	8,928	-	-	889	5,289	-	-	-	650	45
2012	송파구	잠실4동	52,513	45,955	6,558	7,427	-	77	2,584	-	23,069	-	6,035	209	1	6,304	-	-	376	5,987	-	-	-	400	44
2012	송파구	잠실6동	62,376	50,368	12,008	16,704	-	224	1,651	-	13,665	-	11,029	1,096	1	10,864	-	-	1,012	5,795	-	-	-	288	47
2012	송파구	잠실7동	32,097	26,151	5,946	7,644	-	34	1,228	-	4,623	-	9,958	2,208	-	3,723	-	-	66	2,441	-	-	-	157	15
2012	송파구	잠실2동	26,827	21,278	5,549	7,349	-	82	2,574	-	5,443	-	2,455	1,482	-	4,043	-	-	283	2,781	-	-	-	311	24
2012	송파구	잠실3동	68,339	49,439	18,900	14,322	-	268	3,420	-	18,388	-	4,589	415	-	18,355	-	-	1,169	6,539	-	-	-	744	130
2012	강동구	소계	386,109	309,796	76,312	105,102	13,822	1,975	24,960	-	70,097	-	47,620	11,100	6	64,681	-1	-16	5,647	34,976	-	-	-27	5,596	569
2012	강동구	강일동	…	17,722	…	10,314	-	74	1,473	-	2,351	-	1,116	405	-	2,169	…	…	252	1,998	-	-	…	144	14
2012	강동구	상일동	…	24,704	…	8,920	-	109	1,647	-	5,455	-	5,637	744	-	5,033	…	…	396	2,275	-	-	…	265	27
2012	강동구	명일1동	…	16,614	…	5,342	-	101	1,523	-	4,445	-	2,769	942	-	4,101	…	…	226	1,970	-	-	…	238	24
2012	강동구	명일2동	…	12,858	…	3,293	-	97	1,398	-	4,158	-	1,888	162	-	3,837	…	…	283	1,570	-	-	…	171	17
2012	강동구	고덕1동	…	10,114	…	3,330	-	38	1,053	-	2,948	-	1,095	519	-	2,720	…	…	126	1,283	-	-	…	241	24
2012	강동구	고덕2동	…	6,723	…	2,127	-	47	799	-	2,001	-	636	67	-	1,846	…	…	52	879	-	-	…	182	19
2012	강동구	암사2동	…	13,595	…	5,377	-	54	1,572	-	2,685	-	1,381	87	-	2,478	…	…	184	1,866	-	-	…	476	48
2012	강동구	암사3동	…	10,905	…	3,421	-	50	998	-	3,686	-	1,207	109	-	3,401	…	…	245	1,178	-	-	…	120	14
2012	강동구	천호1동	…	11,310	…	3,858	-	118	1,448	-	2,321	-	1,691	1,347	-	2,142	…	…	272	1,423	-	-	…	178	18
2012	강동구	천호3동	…	13,908	…	2,948	-	122	1,148	-	3,294	-	4,372	89	6	3,040	…	…	377	1,341	-	-	…	306	31
2012	강동구	성내1동	…	24,800	…	8,591	-	152	1,443	-	3,690	-	5,568	1,537	-	3,405	…	…	360	4,393	-	-	…	602	62
2012	강동구	성내2동	…	14,683	…	6,151	-	123	1,073	-	3,118	-	1,706	173	-	2,878	…	…	310	1,802	-	-	…	400	41
2012	강동구	성내3동	…	15,352	…	4,872	-	140	1,398	-	3,894	-	2,598	235	-	3,593	…	…	377	1,781	-	-	…	292	30
2012	강동구	둔촌1동	…	14,973	…	4,606	-	40	1,023	-	4,693	-	2,661	946	-	4,330	…	…	54	1,600	-	-	…	296	30
2012	강동구	둔촌2동	…	16,775	…	5,256	-	107	1,273	-	3,514	-	4,099	175	-	3,242	…	…	290	1,889	-	-	…	347	35
2012	강동구	암사1동	…	29,738	…	16,808	-	105	2,621	-	3,210	-	1,638	1,168	-	2,962	…	…	270	4,250	-	-	…	836	84
2012	강동구	천호2동	…	31,564	…	3,949	13,822	231	1,323	-	6,774	-	2,858	267	-	6,251	…	…	786	1,662	-	-	…	158	16
2012	강동구	길동	…	23,459	…	5,938	-	267	1,747	-	7,860	-	4,700	2,128	-	7,253	…	…	787	1,816	-	-	…	344	35
