기간	자치구	동	합계	합계	합계	국민기초생활보장수급권자	국민기초생활보장수급권자	국민기초생활보장수급권자	저소득노인	저소득노인	저소득노인	일반	일반	일반
2008	중랑구	면목4동	517	170	347	130	43	87	46	16	30	341	111	230
2008	중랑구	면목5동	318	99	219	57	11	46	10	3	7	251	85	166
2008	중랑구	면목7동	503	139	364	81	13	68	7	1	6	415	125	290
2008	중랑구	상봉1동	434	112	322	145	26	119	33	9	24	256	77	179
2008	중랑구	상봉2동	173	45	128	76	19	57	36	7	29	61	19	42
2008	중랑구	중화1동	323	89	234	49	9	40	5	1	4	269	79	190
2008	중랑구	중화2동	765	249	516	188	48	140	14	3	11	563	198	365
2008	중랑구	묵1동	615	174	441	50	9	41	4	-	4	561	165	396
2008	중랑구	묵2동	416	129	287	78	12	66	12	5	7	326	112	214
2008	중랑구	망우3동	438	132	306	100	22	78	8	3	5	330	107	223
2008	중랑구	신내1동	346	97	249	38	8	30	28	10	18	280	79	201
2008	중랑구	신내2동	431	107	324	112	23	89	21	6	15	298	78	220
2008	중랑구	면목본동	2,866	1,379	1,487	232	51	181	35	10	25	2,599	1,318	1,281
2008	중랑구	면목3.8동	638	152	486	135	19	116	12	2	10	491	131	360
2008	중랑구	망우본동	749	207	542	152	26	126	28	6	22	569	175	394
2008	성북구	소계	10,319	2,810	7,509	1,685	365	1,320	742	217	525	7,892	2,228	5,664
2008	성북구	돈암1동	372	97	275	65	21	44	19	2	17	288	74	214
2008	성북구	돈암2동	396	98	298	33	9	24	81	21	60	282	68	214
2008	성북구	안암동	367	91	276	56	9	47	18	3	15	293	79	214
2008	성북구	보문동	490	146	344	88	20	68	17	4	13	385	122	263
2008	성북구	정능1동	395	83	312	54	9	45	-	-	-	341	74	267
2008	성북구	정능2동	523	137	386	61	9	52	13	6	7	449	122	327
2008	성북구	정능3동	574	172	402	82	14	68	102	32	70	390	126	264
2008	성북구	정능4동	534	160	374	76	18	58	58	25	33	400	117	283
2008	성북구	길음1동	477	139	338	100	18	82	7	2	5	370	119	251
2008	성북구	길음2동	730	191	539	120	38	82	-	-	-	610	153	457
2008	성북구	월곡1동	570	152	418	109	24	85	27	7	20	434	121	313
2008	성북구	월곡2동	365	97	268	109	29	80	203	57	146	53	11	42
2008	성북구	장위1동	519	127	392	94	14	80	10	1	9	415	112	303
2008	성북구	장위2동	546	163	383	121	14	107	12	4	8	413	145	268
2008	성북구	장위3동	350	84	266	51	16	35	11	4	7	288	64	224
2008	성북구	성북동	603	175	428	70	13	57	107	33	74	426	129	297
2008	성북구	삼선동	673	171	502	85	19	66	12	3	9	576	149	427
2008	성북구	동선동	426	127	299	90	29	61	12	7	5	324	91	233
2008	성북구	종암동	684	184	500	122	20	102	20	4	16	542	160	382
2008	성북구	석관동	725	216	509	99	22	77	13	2	11	613	192	421
2008	강북구	소계	7,233	2,145	5,088	1,527	318	1,209	344	89	255	5,362	1,738	3,624
2008	강북구	번1동	493	168	325	80	30	50	26	8	18	387	130	257
2008	강북구	번2동	412	99	313	90	14	76	37	10	27	285	75	210
2008	강북구	번3동	453	137	316	176	32	144	19	2	17	258	103	155
2008	강북구	수유1동	703	441	262	87	18	69	32	11	21	584	412	172
2008	강북구	수유2동	161	25	136	76	9	67	4	1	3	81	15	66
2008	강북구	수유3동	537	89	448	94	25	69	40	13	27	403	51	352
2008	강북구	삼양동	822	217	605	152	36	116	116	24	92	554	157	397
2008	강북구	미아동	557	163	394	99	23	76	6	1	5	452	139	313
2008	강북구	송중동	755	199	556	139	32	107	10	3	7	606	164	442
2008	강북구	송천동	894	227	667	193	48	145	12	5	7	689	174	515
2008	강북구	삼각산동	383	80	303	118	13	105	4	1	3	261	66	195
2008	강북구	우이동	536	167	369	60	18	42	1	1	-	475	148	327
2008	강북구	인수동	527	133	394	163	20	143	37	9	28	327	104	223
2008	도봉구	소계	5,068	1,262	3,806	724	139	585	262	45	217	4,082	1,078	3,004
2008	도봉구	쌍문1동	297	73	224	52	10	42	3	-	3	242	63	179
2008	도봉구	쌍문2동	240	61	179	52	14	38	6	-	6	182	47	135
2008	도봉구	쌍문3동	299	79	220	36	4	32	9	1	8	254	74	180
2008	도봉구	쌍문4동	378	72	306	15	-	15	1	1	-	362	71	291
2008	도봉구	방학1동	455	137	318	76	17	59	8	2	6	371	118	253
2008	도봉구	방학2동	517	144	373	116	18	98	84	17	67	317	109	208
2008	도봉구	방학3동	335	68	267	13	9	4	1	-	1	321	59	262
2008	도봉구	창1동	502	111	391	36	5	31	3	1	2	463	105	358
2008	도봉구	창2동	184	31	153	27	3	24	5	-	5	152	28	124
2008	도봉구	창3동	286	53	233	75	5	70	54	7	47	157	41	116
2008	도봉구	창4동	222	39	183	13	4	9	4	-	4	205	35	170
2008	도봉구	창5동	253	73	180	18	6	12	1	-	1	234	67	167
2008	도봉구	도봉1동	738	240	498	123	31	92	52	14	38	563	195	368
2008	도봉구	도봉2동	362	81	281	72	13	59	31	2	29	259	66	193
2008	노원구	소계	11,347	3,680	7,667	2,538	643	1,895	187	49	138	8,622	2,988	5,634
2008	노원구	월계1동	500	160	340	64	19	45	4	3	1	432	138	294
2008	노원구	월계2동	756	151	605	371	70	301	35	7	28	350	74	276
2008	노원구	월계3동	766	166	600	244	31	213	3	2	1	519	133	386
2008	노원구	공릉2동	660	142	518	85	14	71	6	2	4	569	126	443
2008	노원구	하계1동	735	150	585	322	56	266	37	8	29	376	86	290
2008	노원구	하계2동	258	50	208	39	9	30	-	-	-	219	41	178
2008	노원구	중계본동	472	389	83	52	39	13	-	-	-	420	350	70
2008	노원구	중계1동	374	74	300	45	9	36	7	1	6	322	64	258
2008	노원구	중계4동	534	141	393	147	21	126	17	4	13	370	116	254
2008	노원구	상계1동	621	162	459	86	11	75	-	-	-	535	151	384
2008	노원구	상계2동	422	134	288	68	23	45	3	1	2	351	110	241
2008	노원구	상계5동	327	82	245	52	7	45	11	5	6	264	70	194
2008	노원구	상계8동	329	50	279	12	2	10	-	-	-	317	48	269
2008	노원구	상계9동	465	97	368	2	1	1	-	-	-	463	96	367
2008	노원구	상계10동	368	75	293	11	1	10	-	-	-	357	74	283
2008	노원구	공릉1.3동	739	180	559	232	42	190	5	2	3	502	136	366
2008	노원구	상계3.4동	1,135	933	202	298	213	85	7	2	5	830	718	112
2008	노원구	상계6.7동	760	310	450	43	5	38	37	10	27	680	295	385
2008	노원구	중계2.3동	1,126	234	892	365	70	295	15	2	13	746	162	584
2008	은평구	소계	9,860	2,737	7,123	1,585	315	1,270	237	59	178	8,038	2,363	5,675
2008	은평구	녹번동	797	294	503	143	30	113	9	1	8	645	263	382
2008	은평구	불광1동	687	242	445	157	90	67	10	1	9	520	151	369
2008	은평구	불광2동	689	208	481	122	27	95	15	7	8	552	174	378
2008	은평구	갈현1동	618	166	452	132	20	112	6	2	4	480	144	336
2008	은평구	갈현2동	621	256	365	69	7	62	7	2	5	545	247	298
2008	은평구	구산동	531	129	402	35	4	31	8	1	7	488	124	364
2008	은평구	대조동	806	223	583	169	30	139	22	5	17	615	188	427
2008	은평구	응암1동	361	85	276	112	16	96	13	4	9	236	65	171
2008	은평구	응암2동	703	164	539	94	13	81	7	1	6	602	150	452
2008	은평구	응암3동	750	204	546	116	15	101	10	2	8	624	187	437
2008	은평구	역촌동	502	95	407	95	14	81	51	12	39	356	69	287
2008	은평구	신사1동	596	156	440	62	9	53	28	9	19	506	138	368
2008	은평구	신사2동	870	156	714	110	6	104	4	1	3	756	149	607
2008	은평구	증산동	488	119	369	24	2	22	2	1	1	462	116	346
2008	은평구	수색동	691	192	499	126	30	96	45	10	35	520	152	368
2008	은평구	진관동	150	48	102	19	2	17	-	-	-	131	46	85
2008	서대문구	소계	8,103	1,993	6,110	1,181	226	955	130	26	104	6,792	1,741	5,051
2008	서대문구	천연동	643	168	475	131	29	102	9	2	7	503	137	366
2008	서대문구	홍제1동	644	155	489	95	17	78	11	-	11	538	138	400
2008	서대문구	홍제3동	568	148	420	89	18	71	10	3	7	469	127	342
2008	서대문구	홍제2동	320	83	237	51	9	42	4	1	3	265	73	192
2008	서대문구	홍은1동	768	216	552	131	33	98	10	3	7	627	180	447
2008	서대문구	홍은2동	547	140	407	46	6	40	8	3	5	493	131	362
2008	서대문구	남가좌1동	633	163	470	116	20	96	7	2	5	510	141	369
2008	서대문구	남가좌2동	674	175	499	116	24	92	10	4	6	548	147	401
2008	서대문구	북가좌1동	412	31	381	63	4	59	7	2	5	342	25	317
2008	서대문구	북가좌2동	481	116	365	51	8	43	9	3	6	421	105	316
2008	서대문구	충현동	655	174	481	86	20	66	12	1	11	557	153	404
2008	서대문구	북아현동	308	63	245	47	8	39	5	-	5	256	55	201
2008	서대문구	신촌동	518	136	382	56	10	46	11	-	11	451	126	325
2008	서대문구	연희동	932	225	707	103	20	83	17	2	15	812	203	609
2008	마포구	소계	8,008	2,021	5,987	1,031	205	826	210	56	154	6,767	1,760	5,007
2008	마포구	용강동	428	104	324	42	11	31	10	2	8	376	91	285
2008	마포구	대흥동	385	105	280	93	24	69	12	-	12	280	81	199
2008	마포구	염리동	460	111	349	83	19	64	19	7	12	358	85	273
2008	마포구	신수동	451	132	319	37	7	30	9	3	6	405	122	283
2008	마포구	서교동	582	189	393	36	9	27	11	1	10	535	179	356
2008	마포구	합정동	457	129	328	43	4	39	11	1	10	403	124	279
2008	마포구	망원1동	490	131	359	50	5	45	25	7	18	415	119	296
2008	마포구	망원2동	280	65	215	41	9	32	16	12	4	223	44	179
2008	마포구	연남동	469	137	332	44	10	34	15	6	9	410	121	289
2008	마포구	성산1동	339	89	250	46	4	42	7	-	7	286	85	201
2008	마포구	성산2동	784	174	610	120	31	89	7	4	3	657	139	518
2008	마포구	상암동	339	78	261	28	2	26	13	4	9	298	72	226
2008	마포구	도화동	536	121	415	69	16	53	17	1	16	450	104	346
2008	마포구	서강동	468	98	370	65	15	50	2	1	1	401	82	319
2008	마포구	공덕동	1,029	241	788	160	26	134	18	4	14	851	211	640
2008	마포구	아현동	511	117	394	74	13	61	18	3	15	419	101	318
2008	양천구	소계	7,503	1,975	5,528	880	137	743	295	70	225	6,328	1,768	4,560
2008	양천구	목1동	233	59	174	21	2	19	7	1	6	205	56	149
2008	양천구	목2동	538	120	418	57	9	48	19	5	14	462	106	356
2008	양천구	목3동	328	49	279	71	10	61	24	6	18	233	33	200
2008	양천구	목4동	369	75	294	46	4	42	15	1	14	308	70	238
2008	양천구	목5동	347	43	304	5	-	5	2	-	2	340	43	297
2008	양천구	신월1동	420	133	287	94	15	79	32	9	23	294	109	185
2008	양천구	신월2동	323	79	244	36	12	24	12	4	8	275	63	212
2008	양천구	신월3동	758	340	418	80	16	64	27	6	21	651	318	333
2008	양천구	신월4동	298	84	214	12	3	9	4	1	3	282	80	202
2008	양천구	신월5동	266	73	193	57	14	43	19	6	13	190	53	137
2008	양천구	신월6동	290	75	215	27	5	22	9	2	7	254	68	186
2008	양천구	신월7동	462	110	352	18	5	13	6	2	4	438	103	335
2008	양천구	신정1동	412	98	314	58	12	46	19	4	15	335	82	253
2008	양천구	신정2동	104	23	81	43	9	34	14	3	11	47	11	36
2008	양천구	신정3동	799	184	615	131	8	123	44	15	29	624	161	463
2008	양천구	신정4동	630	215	415	35	5	30	12	2	10	583	208	375
2008	양천구	신정6동	291	63	228	-	-	-	-	-	-	291	63	228
2008	양천구	신정7동	635	152	483	89	8	81	30	3	27	516	141	375
2008	강서구	소계	10,531	2,666	7,865	2,173	392	1,781	208	60	148	8,150	2,214	5,936
2008	강서구	염창동	459	28	431	18	3	15	5	2	3	436	23	413
2008	강서구	등촌1동	349	102	247	30	13	17	-	-	-	319	89	230
2008	강서구	등촌2동	297	82	215	30	2	28	22	4	18	245	76	169
2008	강서구	등촌3동	1,095	212	883	519	84	435	9	3	6	567	125	442
2008	강서구	화곡본동	540	148	392	76	15	61	-	-	-	464	133	331
2008	강서구	화곡2동	285	86	199	24	6	18	-	-	-	261	80	181
2008	강서구	화곡3동	335	87	248	33	7	26	3	1	2	299	79	220
2008	강서구	화곡4동	336	98	238	25	4	21	1	1	-	310	93	217
2008	강서구	화곡6동	263	76	187	41	8	33	2	1	1	220	67	153
2008	강서구	화곡8동	391	112	279	42	7	35	7	3	4	342	102	240
2008	강서구	가양1동	298	96	202	12	4	8	-	-	-	286	92	194
2008	강서구	가양2동	682	131	551	336	62	274	42	8	34	304	61	243
2008	강서구	가양3동	552	113	439	253	50	203	17	8	9	282	55	227
2008	강서구	발산1동	463	116	347	28	7	21	1	-	1	434	109	325
2008	강서구	공항동	562	195	367	82	17	65	13	6	7	467	172	295
2008	강서구	방화1동	693	196	497	59	6	53	7	2	5	627	188	439
2008	강서구	방화2동	753	196	557	157	23	134	13	4	9	583	169	414
2008	강서구	방화3동	731	172	559	218	41	177	45	9	36	468	122	346
2008	강서구	화곡1동	860	280	580	137	23	114	19	6	13	704	251	453
2008	강서구	우장산동	587	140	447	53	10	43	2	2	-	532	128	404
2008	구로구	소계	7,108	2,389	4,719	1,117	266	851	237	67	170	5,754	2,056	3,698
2008	구로구	신도림동	383	98	285	19	5	14	9	3	6	355	90	265
2008	구로구	구로1동	114	12	102	2	-	2	-	-	-	112	12	100
2008	구로구	구로3동	252	82	170	49	13	36	5	3	2	198	66	132
2008	구로구	구로4동	667	159	508	155	27	128	27	3	24	485	129	356
2008	구로구	구로5동	369	119	250	40	4	36	6	1	5	323	114	209
2008	구로구	고척1동	454	299	155	45	5	40	22	12	10	387	282	105
2008	구로구	고척2동	482	135	347	83	20	63	8	3	5	391	112	279
2008	구로구	개봉2동	141	37	104	20	4	16	2	1	1	119	32	87
2008	구로구	개봉3동	362	91	271	27	6	21	4	2	2	331	83	248
2008	구로구	오류1동	354	107	247	84	15	69	10	3	7	260	89	171
2008	구로구	오류2동	538	182	356	94	21	73	11	5	6	433	156	277
2008	구로구	수궁동	383	111	272	48	8	40	11	1	10	324	102	222
2008	구로구	가리봉동	1,565	667	898	180	75	105	31	6	25	1,354	586	768
2008	구로구	구로2동	390	101	289	163	40	123	34	6	28	193	55	138
2008	구로구	개봉1동	654	189	465	108	23	85	57	18	39	489	148	341
2008	금천구	소계	6,898	2,262	4,636	1,397	367	1,030	1,315	414	901	4,186	1,481	2,705
2008	금천구	가산동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	독산1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	독산2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	독산3동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	독산4동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	시흥1동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	시흥2동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	시흥3동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	시흥4동	…	…	…	…	…	…	…	…	…	…	…	…
2008	금천구	시흥5동	…	…	…	…	…	…	…	…	…	…	…	…
2008	영등포구	소계	8,086	2,503	5,583	1,584	474	1,110	9	2	7	6,493	2,027	4,466
2008	영등포구	여의동	744	187	557	8	2	6	-	-	-	736	185	551
2008	영등포구	당산1동	454	154	300	81	24	57	3	2	1	370	128	242
2008	영등포구	당산2동	353	85	268	52	15	37	-	-	-	301	70	231
2008	영등포구	양평1동	334	103	231	46	10	36	-	-	-	288	93	195
2008	영등포구	양평2동	306	79	227	30	12	18	-	-	-	276	67	209
2008	영등포구	신길1동	480	136	344	107	29	78	-	-	-	373	107	266
2008	영등포구	신길3동	472	119	353	98	17	81	-	-	-	374	102	272
2008	영등포구	신길4동	222	50	172	106	27	79	-	-	-	116	23	93
2008	영등포구	신길5동	431	138	293	99	20	79	-	-	-	332	118	214
2008	영등포구	신길6동	505	112	393	77	12	65	3	-	3	425	100	325
2008	영등포구	신길7동	280	77	203	56	15	41	-	-	-	224	62	162
2008	영등포구	대림1동	447	121	326	123	23	100	-	-	-	324	98	226
2008	영등포구	대림2동	467	159	308	108	28	80	-	-	-	359	131	228
2008	영등포구	대림3동	489	145	344	84	19	65	-	-	-	405	126	279
2008	영등포구	영등포본동	593	197	396	116	34	82	3	-	3	474	163	311
2008	영등포구	영등포동	800	364	436	238	129	109	-	-	-	562	235	327
2008	영등포구	도림동	477	198	279	87	30	57	-	-	-	390	168	222
2008	영등포구	문래동	232	79	153	68	28	40	-	-	-	164	51	113
2008	동작구	소계	7,528	1,911	5,617	1,073	249	824	135	40	95	6,320	1,622	4,698
2008	동작구	노량진2동	471	117	354	66	14	52	5	1	4	400	102	298
2008	동작구	상도1동	732	155	577	122	19	103	14	1	13	596	135	461
2008	동작구	상도2동	509	125	384	75	18	57	10	3	7	424	104	320
2008	동작구	상도3동	467	138	329	70	14	56	11	2	9	386	122	264
2008	동작구	상도4동	623	158	465	116	20	96	8	3	5	499	135	364
2008	동작구	사당1동	53	13	40	40	9	31	5	3	2	8	1	7
2008	동작구	사당3동	410	112	298	44	9	35	12	3	9	354	100	254
2008	동작구	사당4동	196	39	157	39	8	31	4	-	4	153	31	122
2008	동작구	사당5동	119	29	90	28	8	20	2	-	2	89	21	68
2008	동작구	대방동	772	188	584	107	19	88	19	10	9	646	159	487
2008	동작구	신대방1동	419	106	313	44	10	34	6	3	3	369	93	276
2008	동작구	신대방2동	347	125	222	41	34	7	6	2	4	300	89	211
2008	동작구	흑석동	982	230	752	87	23	64	12	3	9	883	204	679
2008	동작구	노량진1동	830	205	625	125	23	102	14	5	9	691	177	514
2008	동작구	사당2동	598	171	427	69	21	48	7	1	6	522	149	373
2008	관악구	소계	6,469	1,994	4,475	1,651	421	1,230	453	140	313	4,365	1,433	2,932
2008	관악구	보라매동	624	239	385	83	15	68	44	17	27	497	207	290
2008	관악구	청림동	422	102	320	134	22	112	29	7	22	259	73	186
2008	관악구	행운동	405	121	284	116	27	89	28	8	20	261	86	175
2008	관악구	낙성대동	197	65	132	40	14	26	14	5	9	143	46	97
2008	관악구	중앙동	170	55	115	34	9	25	12	4	8	124	42	82
2008	관악구	인헌동	208	59	149	32	6	26	14	4	10	162	49	113
2008	관악구	남현동	45	18	27	16	5	11	3	1	2	26	12	14
2008	관악구	서원동	180	65	115	28	9	19	13	5	8	139	51	88
2008	관악구	신원동	194	35	159	42	7	35	13	2	11	139	26	113
2008	관악구	서림동	163	48	115	47	12	35	11	3	8	105	33	72
2008	관악구	신사동	249	71	178	50	14	36	17	5	12	182	52	130
2008	관악구	신림동	154	55	99	20	10	10	11	4	7	123	41	82
2008	관악구	난향동	174	43	131	118	34	84	12	3	9	44	6	38
2008	관악구	조원동	129	32	97	18	7	11	9	2	7	102	23	79
2008	관악구	대학동	467	154	313	120	29	91	33	11	22	314	114	200
2008	관악구	은천동	506	154	352	135	43	92	36	11	25	335	100	235
2008	관악구	성현동	486	128	358	95	19	76	34	9	25	357	100	257
2008	관악구	청룡동	708	252	456	178	44	134	50	18	32	480	190	290
2008	관악구	난곡동	234	76	158	78	19	59	16	5	11	140	52	88
2008	관악구	삼성동	389	110	279	188	55	133	28	8	20	173	47	126
2008	관악구	미성동	365	112	253	79	21	58	26	8	18	260	83	177
2008	서초구	소계	5,831	1,587	4,244	598	115	483	110	30	80	5,123	1,442	3,681
