기간	자치구	동	합계	합계	합계	국민기초생활보장수급권자	국민기초생활보장수급권자	국민기초생활보장수급권자	저소득노인	저소득노인	저소득노인	일반	일반	일반
2012	서초구	반포3동	391	71	320	5	-	5	4	1	3	382	70	312
2012	서초구	반포4동	295	95	200	17	1	16	9	1	8	269	93	176
2012	서초구	방배본동	349	109	240	27	6	21	17	6	11	305	97	208
2012	서초구	방배1동	301	95	206	38	8	30	5	2	3	258	85	173
2012	서초구	방배2동	527	178	349	74	25	49	25	10	15	428	143	285
2012	서초구	방배3동	485	139	346	32	5	27	36	8	28	417	126	291
2012	서초구	방배4동	450	134	316	33	7	26	32	6	26	385	121	264
2012	서초구	양재1동	604	164	440	139	28	111	35	16	19	430	120	310
2012	서초구	양재2동	410	143	267	46	7	39	16	7	9	348	129	219
2012	서초구	내곡동	235	96	139	28	10	18	25	6	19	182	80	102
2012	강남구	계	9,151	2,481	6,670	1,207	262	945	276	63	213	7,668	2,156	5,512
2012	강남구	신사동	361	96	265	25	6	19	2	-	2	334	90	244
2012	강남구	논현1동	443	167	276	50	15	35	7	4	3	386	148	238
2012	강남구	논현2동	354	119	235	37	7	30	7	-	7	310	112	198
2012	강남구	삼성1동	225	65	160	11	2	9	2	-	2	212	63	149
2012	강남구	삼성2동	421	123	298	35	11	24	8	4	4	378	108	270
2012	강남구	대치1동	146	33	113	1	1	-	4	1	3	141	31	110
2012	강남구	대치4동	298	103	195	24	12	12	2	-	2	272	91	181
2012	강남구	역삼1동	533	211	322	61	20	41	4	1	3	468	190	278
2012	강남구	역삼2동	451	124	327	28	4	24	4	-	4	419	120	299
2012	강남구	도곡1동	342	93	249	13	2	11	1	-	1	328	91	237
2012	강남구	도곡2동	409	121	288	2	-	2	1	-	1	406	121	285
2012	강남구	개포1동	541	128	413	81	18	63	13	2	11	447	108	339
2012	강남구	개포4동	358	96	262	64	8	56	11	5	6	283	83	200
2012	강남구	일원본동	300	57	243	8	-	8	2	1	1	290	56	234
2012	강남구	일원1동	493	121	372	152	22	130	50	16	34	291	83	208
2012	강남구	일원2동	455	92	363	120	22	98	54	7	47	281	63	218
2012	강남구	수서동	785	174	611	341	77	264	70	14	56	374	83	291
2012	강남구	세곡동	252	90	162	56	19	37	11	3	8	185	68	117
2012	강남구	압구정동	619	121	498	12	1	11	1	-	1	606	120	486
2012	강남구	청담동	463	132	331	27	4	23	5	2	3	431	126	305
2012	강남구	대치2동	431	111	320	27	5	22	5	1	4	399	105	294
2012	강남구	개포2동	471	104	367	32	6	26	12	2	10	427	96	331
2012	송파구	계	10,927	4,048	6,879	962	271	691	103	36	67	9,862	3,741	6,121
2012	송파구	풍납1동	457	137	320	87	23	64	12	4	8	358	110	248
2012	송파구	풍납2동	119	24	95	16	4	12	3	-	3	100	20	80
2012	송파구	거여1동	294	103	191	45	18	27	3	-	3	246	85	161
2012	송파구	거여2동	704	468	236	105	34	71	8	4	4	591	430	161
2012	송파구	마천1동	623	182	441	121	27	94	16	3	13	486	152	334
2012	송파구	마천2동	582	192	390	113	30	83	10	6	4	459	156	303
2012	송파구	방이1동	231	181	50	10	5	5	6	3	3	215	173	42
2012	송파구	방이2동	468	153	315	33	10	23	1	-	1	434	143	291
2012	송파구	오륜동	203	48	155	2	1	1	-	-	-	201	47	154
2012	송파구	오금동	726	212	514	64	12	52	5	-	5	657	200	457
2012	송파구	송파1동	463	155	308	33	9	24	4	1	3	426	145	281
2012	송파구	송파2동	330	97	233	25	5	20	2	1	1	303	91	212
2012	송파구	석촌동	550	178	372	81	20	61	4	1	3	465	157	308
2012	송파구	삼전동	529	421	108	62	8	54	4	1	3	463	412	51
2012	송파구	가락본동	484	383	101	36	28	8	3	3	-	445	352	93
2012	송파구	가락1동	199	50	149	4	1	3	-	-	-	195	49	146
2012	송파구	가락2동	419	122	297	7	2	5	3	1	2	409	119	290
2012	송파구	문정1동	319	101	218	35	8	27	3	1	2	281	92	189
2012	송파구	문정2동	293	73	220	6	2	4	2	-	2	285	71	214
2012	송파구	장지동	592	158	434	18	6	12	6	3	3	568	149	419
2012	송파구	잠실본동	550	196	354	39	16	23	6	3	3	505	177	328
2012	송파구	잠실4동	361	80	281	1	-	1	1	-	1	359	80	279
2012	송파구	잠실6동	523	120	403	7	1	6	1	1	-	515	118	397
2012	송파구	잠실7동	453	107	346	8	1	7	-	-	-	445	106	339
2012	송파구	잠실2동	256	64	192	3	-	3	-	-	-	253	64	189
2012	송파구	잠실3동	199	43	156	1	-	1	-	-	-	198	43	155
2012	강동구	계	8,775	2,877	5,898	1,283	393	890	318	102	216	7,174	2,382	4,792
2012	강동구	강일동	329	107	222	32	24	8	18	6	12	279	77	202
2012	강동구	상일동	412	304	108	36	28	8	5	3	2	371	273	98
2012	강동구	명일1동	467	107	360	29	6	23	13	4	9	425	97	328
2012	강동구	명일2동	201	51	150	10	2	8	12	3	9	179	46	133
2012	강동구	고덕1동	330	98	232	26	4	22	6	1	5	298	93	205
2012	강동구	고덕2동	423	114	309	62	15	47	55	17	38	306	82	224
2012	강동구	암사2동	824	253	571	139	33	106	26	9	17	659	211	448
2012	강동구	암사3동	232	71	161	22	3	19	1	-	1	209	68	141
2012	강동구	천호1동	194	60	134	9	3	6	5	1	4	180	56	124
2012	강동구	천호3동	692	197	495	131	34	97	19	11	8	542	152	390
2012	강동구	성내1동	1,023	363	660	237	79	158	28	5	23	758	279	479
2012	강동구	성내2동	760	280	480	222	69	153	63	28	35	475	183	292
2012	강동구	성내3동	255	70	185	24	7	17	20	7	13	211	56	155
2012	강동구	둔촌1동	665	235	430	111	37	74	15	2	13	539	196	343
2012	강동구	둔촌2동	453	137	316	36	9	27	8	-	8	409	128	281
2012	강동구	암사1동	821	245	576	98	23	75	14	3	11	709	219	490
2012	강동구	천호2동	186	29	157	7	1	6	4	1	3	175	27	148
2012	강동구	길동	508	156	352	52	16	36	6	1	5	450	139	311
