,읍면동명,자치구,선거인수,새누리당,민주통합당,통합진보당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급별 장애인현황
398,숭인2동,종로구,"8,007","1,599","2,319",,501,10.3,19.1,184.6,"1,814","6,278",10.8,303,120,5.0,8.917,508.0
399,소공동,중구,"1,142",273,309,,171,13.5,12.0,88.9,"3,688","61,763",8.9,16,419,49.0,11.334,47.0
400,회현동,중구,"5,212","1,321","1,027",,212,8.8,24.6,278.9,"9,676","50,265",6.5,486,126,25.0,10.083,391.0
401,명동,중구,"3,080",756,730,,323,8.0,19.5,244.2,"7,194","112,011",10.8,57,237,79.0,10.083,142.0
402,필동,중구,"4,035","1,011","1,042",,54,10.6,18.8,177.1,"3,261","24,463",5.7,94,79,8.0,9.334,196.0
403,장충동,중구,"4,799","1,100","1,317",,190,10.6,14.9,140.3,864,"8,835",8.0,94,116,4.0,11.0,228.0
404,광희동,중구,"5,082","1,351","1,090",,468,8.5,18.7,220.2,"10,151","38,188",9.2,122,210,18.0,8.917,272.0
405,을지로동,중구,"1,861",483,319,,448,7.8,27.0,345.8,"9,689","27,060",6.5,84,131,15.0,11.75,118.0
406,신당1동,중구,"6,836","1,506","1,702",,402,9.6,14.7,153.3,"11,868","26,506",12.1,,190,7.0,5.917000000000002,427.0
407,신당2동,중구,"13,745","3,061","3,865",,210,13.7,16.6,121.2,"1,175","9,590",11.9,,328,4.0,9.667,733.0
408,신당3동,중구,"16,086","4,391","4,553",,362,17.0,19.2,113.1,821,"3,008",9.6,,494,3.0,9.583,955.0
409,신당4동,중구,"12,792","3,577","3,775",,478,17.5,17.9,102.5,703,"3,535",8.5,,244,1.0,10.083,684.0
410,신당5동,중구,"8,346","1,867","2,418",,665,15.4,16.6,107.8,"1,064","3,198",12.9,266,363,3.0,8.583,511.0
411,신당6동,중구,"9,301","2,622","2,653",,506,17.6,15.3,86.6,882,"3,590",17.7,,284,2.0,8.0,448.0
412,황학동,중구,"10,553","2,450","2,743",,365,12.8,15.1,118.2,"1,985","5,951",7.4,381,236,6.0,10.167,587.0
413,중림동,중구,"10,370","2,495","2,972",,244,14.1,19.7,139.6,"1,286","8,674",10.0,431,308,2.0,10.5,557.0
414,면목본동,중랑구,"30,294","3,478","6,225",,935,13.8,13.7,99.2,"2,421","6,636",13.9,"1,423","1,025",3.0,7.832999999999998,1794.0
415,면목2동,중랑구,"22,750","2,695","4,577",,717,16.0,13.8,86.4,"2,027","6,030",13.6,937,770,1.0,8.25,1326.0
416,면목3.8동,중랑구,"24,415","2,735","5,191",,821,13.5,15.1,111.6,"2,986","8,174",11.6,"1,107",882,1.0,9.417,1357.0
417,면목4동,중랑구,"18,766","2,283","3,880",,692,15.3,14.5,94.9,"1,065","3,433",11.6,"1,110",643,,8.417,1388.0
418,면목5동,중랑구,"11,646","1,234","2,542",,363,15.4,14.4,93.6,"1,040","3,596",12.9,407,559,2.0,8.5,715.0
419,면목7동,중랑구,"21,400","2,437","4,537",,605,14.6,14.4,99.1,"1,469","3,786",11.7,649,708,3.0,8.667,1102.0
420,상봉2동,중랑구,"15,945","2,236","3,190",,601,11.1,14.7,132.6,"2,188","9,848",14.1,568,506,4.0,7.334,913.0
421,망우3동,중랑구,"15,720","2,007","3,004",,527,15.3,14.6,95.5,"1,091","3,655",15.2,"1,084",604,1.0,8.083,925.0
422,상봉1동,중랑구,"19,779","4,512","4,858",,500,18.8,12.8,68.5,962,"5,306",12.2,"1,174",691,1.0,8.667,1430.0
423,중화1동,중랑구,"17,247","3,902","4,338",,429,16.3,12.9,79.5,"1,088","4,125",12.8,488,653,1.0,8.334,913.0
424,중화2동,중랑구,"26,137","4,909","5,468",,"1,121",11.3,15.4,136.1,"2,295","7,560",14.3,"1,332",632,4.0,8.334,1651.0
425,묵1동,중랑구,"28,508","6,999","6,981",,643,17.3,13.9,80.3,"1,478","5,736",16.6,646,"1,003",4.0,8.167,1419.0
426,묵2동,중랑구,"16,465","3,577","3,795",,551,15.4,15.0,97.4,"1,774","5,399",12.3,609,394,3.0,8.833,955.0
427,망우본동,중랑구,"27,857","6,801","5,666",,"1,099",14.2,14.7,103.6,"2,787","10,966",15.0,"1,265",874,5.0,8.0,1826.0
428,신내1동,중랑구,"24,872","6,547","6,560",,438,19.3,14.1,72.9,"1,528","6,806",13.8,863,"1,170",2.0,8.75,1384.0
429,신내2동,중랑구,"19,575","4,821","5,452",,546,20.4,13.8,67.3,"1,090","5,557",13.7,"1,041",790,3.0,7.667000000000002,1465.0
