year,읍면동명,자치구,선거인수,새누리당,더불어민주당,국민의당,독거노인수,유년부양비,노년부양비,노령화지수,사업체수,종사자수,사업체 창업률,기초수급자인원수,보육시설,금융기관,사업체 평균연령,장애등급별 장애인현황,인구,면적,인구밀도
2016,수유3동,강북구,20709,4063.0,3671,3055.0,979.0,9.4,20.7,219.8,2399,8658.0,17.22,895,517.0,8.0,7.0829999999999975,1113.0,24126,0.86,28053
2016,우이동,강북구,17844,4115.0,3168,2208.0,959.0,14.1,25.2,178.7,993,3970.0,12.99,807,702.0,2.0,9.583,987.0,22014,10.95,2010
2016,인수동,강북구,27054,5709.0,4722,3583.0,1394.0,13.1,24.4,186.8,1550,5487.0,10.0,1636,524.0,1.0,9.5,1735.0,33089,2.93,11293
2016,삼양동,강북구,23926,4302.0,5824,1810.0,1316.0,14.8,21.0,141.7,1176,3641.0,12.41,1491,870.0,2.0,9.25,1529.0,29747,0.95,31313
2016,미아동,강북구,19984,3592.0,5622,1500.0,1013.0,10.7,20.6,193.2,1639,6194.0,13.61,744,426.0,2.0,7.8329999999999975,1138.0,23591,0.73,32316
2016,송중동,강북구,24690,4700.0,6438,1680.0,1252.0,11.9,22.5,188.7,1955,7783.0,14.63,948,771.0,2.0,8.083,1402.0,29310,1.22,24025
2016,송천동,강북구,25342,4952.0,6486,1818.0,1550.0,11.3,23.1,203.9,2128,7241.0,11.7,1189,716.0,6.0,9.417,1542.0,30536,0.88,34700
2016,삼각산동,강북구,25129,5079.0,8526,1835.0,809.0,25.5,14.8,57.9,781,2354.0,14.47,1084,1213.0,3.0,7.25,1249.0,34452,0.62,55568
2016,번3동,강북구,16319,3567.0,4317,1344.0,942.0,15.7,30.1,192.1,860,2922.0,6.98,2184,457.0,1.0,10.833,2010.0,19882,0.86,23119
2016,화곡1동,강서구,43602,7033.0,7629,3969.0,1279.0,11.5,15.4,134.1,3126,10841.0,13.31,1081,1265.0,3.0,9.167,2072.0,54425,1.12,48594
2016,화곡2동,강서구,15786,2478.0,2892,1463.0,467.0,17.2,15.0,87.3,852,2790.0,12.09,560,770.0,4.0,10.167,774.0,20465,0.47,43543
2016,화곡3동,강서구,19419,4476.0,4139,1642.0,557.0,13.4,17.7,132.0,1227,5360.0,15.57,361,743.0,3.0,8.5,876.0,23190,0.51,45471
2016,화곡8동,강서구,22054,3620.0,4354,2118.0,619.0,14.7,17.1,116.1,1230,3229.0,13.58,594,836.0,3.0,9.75,1018.0,27232,0.53,51381
2016,우장산동,강서구,34715,7424.0,8294,2955.0,741.0,22.1,13.0,58.7,1708,7430.0,14.4,321,1199.0,7.0,9.083,1289.0,46886,1.36,34475
2016,발산1동,강서구,28886,5395.0,7233,2928.0,601.0,24.5,12.9,52.7,2322,11966.0,9.52,848,1446.0,7.0,10.167,1451.0,39921,2.96,13487
2016,염창동,강서구,31048,5889.0,9687,4159.0,446.0,22.8,10.7,46.9,2149,15633.0,8.98,129,1302.0,4.0,10.667,1048.0,41116,1.74,23630
2016,등촌1동,강서구,18183,3127.0,4879,2072.0,552.0,12.6,12.9,101.8,1939,15729.0,11.96,174,524.0,4.0,8.75,730.0,23067,0.59,39097
2016,등촌2동,강서구,17331,3596.0,4225,2124.0,348.0,14.3,13.9,97.6,735,3454.0,9.66,262,444.0,1.0,11.0,709.0,22072,0.92,23991
2016,화곡본동,강서구,28769,4253.0,6145,3059.0,691.0,16.0,13.6,85.5,1355,4047.0,10.7,1189,1480.0,2.0,11.083,1394.0,36628,1.11,32998
2016,화곡4동,강서구,18828,3261.0,3650,2139.0,650.0,13.5,16.5,122.9,1444,3860.0,12.19,560,776.0,3.0,9.999,940.0,23317,0.82,28435
2016,화곡6동,강서구,20901,4456.0,4642,2235.0,553.0,13.9,14.2,102.4,1850,11322.0,13.84,536,817.0,5.0,8.917,950.0,25797,1.12,23033
2016,가양3동,강서구,14822,3064.0,3758,1786.0,781.0,11.2,21.8,195.3,933,7631.0,8.68,1890,391.0,4.0,12.334000000000001,1637.0,17289,0.99,17464
2016,등촌3동,강서구,28742,7865.0,6937,2524.0,1652.0,12.6,19.5,154.7,2627,22329.0,15.76,5271,998.0,7.0,9.083,3821.0,34962,0.79,44256
2016,가양1동,강서구,19628,5580.0,4979,1640.0,334.0,14.5,10.2,70.6,1809,14040.0,21.72,141,470.0,3.0,8.417,774.0,27547,4.7,5861
2016,가양2동,강서구,14892,4295.0,3203,1304.0,997.0,7.5,24.6,329.5,640,3495.0,8.75,2673,393.0,3.0,10.667,2399.0,16432,1.0,16432
2016,공항동,강서구,16883,3815.0,3226,1516.0,1308.0,16.8,16.5,98.3,1973,35503.0,12.47,618,759.0,8.0,9.5,1014.0,24660,10.87,2269
2016,방화1동,강서구,33912,9528.0,8315,2912.0,906.0,22.7,15.4,67.6,2879,10377.0,12.16,585,1652.0,4.0,12.0,1734.0,46284,1.04,44504
2016,방화2동,강서구,20415,5492.0,3817,1818.0,1001.0,12.7,21.1,166.5,2932,13631.0,8.77,1116,651.0,3.0,14.833,1613.0,25035,6.41,3906
2016,방화3동,강서구,21700,6548.0,5084,1807.0,1065.0,14.9,21.1,141.6,932,4739.0,8.26,1692,769.0,2.0,13.583,1997.0,25779,2.38,10832
2016,보라매동,관악구,21183,2920.0,3972,4433.0,846.0,12.7,18.2,142.9,1397,6434.0,11.38,710,701.0,2.0,9.583,1090.0,26649,0.76,35064
2016,은천동,관악구,28717,3429.0,5851,7077.0,1048.0,16.7,17.8,106.7,1596,7330.0,9.77,1051,971.0,1.0,11.25,1643.0,36111,0.78,46296
2016,성현동,관악구,26477,3505.0,5679,7182.0,1079.0,18.6,19.7,105.9,880,2964.0,10.34,1167,893.0,4.0,11.917,1523.0,34015,0.68,50022
2016,중앙동,관악구,12820,1244.0,2597,2974.0,552.0,7.9,17.2,218.6,1086,5076.0,13.44,284,252.0,3.0,10.5,618.0,15368,0.39,39405
2016,청림동,관악구,13289,1883.0,3138,3520.0,584.0,20.0,19.7,98.4,443,1185.0,9.26,439,491.0,4.0,10.999,690.0,16974,0.3,56580
2016,행운동,관악구,25499,2891.0,6117,5658.0,912.0,9.8,15.3,155.6,1464,6151.0,14.82,768,580.0,5.0,9.583,1136.0,30578,0.72,42469
2016,청룡동,관악구,24647,2496.0,5283,5411.0,933.0,8.8,14.6,165.5,1866,11207.0,12.75,479,622.0,7.0,9.417,977.0,29582,1.18,25069
2016,낙성대동,관악구,14769,1487.0,3584,3422.0,481.0,10.1,12.2,121.5,1265,7741.0,16.44,267,856.0,3.0,8.25,521.0,18213,2.27,8023
2016,인헌동,관악구,23195,2781.0,5143,5368.0,704.0,12.7,15.6,123.1,1047,4006.0,8.98,305,569.0,5.0,10.667,906.0,28004,1.08,25930
2016,남현동,관악구,15217,2231.0,3285,3191.0,396.0,12.5,14.9,119.4,874,5163.0,9.73,130,398.0,1.0,9.75,566.0,18981,3.27,5805
2016,신림동,관악구,18299,1701.0,3963,2957.0,475.0,4.5,9.5,210.3,1623,5671.0,15.65,316,217.0,2.0,7.1670000000000025,566.0,21341,0.54,39520
2016,조원동,관악구,15471,3054.0,2920,2213.0,559.0,10.1,14.5,144.5,2184,7073.0,10.71,330,510.0,2.0,10.0,719.0,20413,0.67,30467
2016,미성동,관악구,27195,6670.0,4765,4095.0,972.0,14.0,17.9,127.9,1625,6027.0,10.58,895,894.0,4.0,11.167,1355.0,33604,1.38,24351
2016,난곡동,관악구,24857,5665.0,3966,3496.0,1121.0,12.8,19.7,153.7,959,2411.0,10.53,1242,668.0,1.0,12.917,1539.0,30539,0.96,31811
2016,난향동,관악구,13296,3177.0,2803,1966.0,476.0,20.4,18.8,92.3,420,1926.0,9.29,427,534.0,4.0,12.917,697.0,17013,0.8,21266
2016,서원동,관악구,20218,3555.0,4371,2488.0,613.0,7.3,14.3,195.2,1296,7974.0,13.66,502,373.0,2.0,8.667,827.0,23973,0.65,36882
2016,신원동,관악구,16111,3167.0,3237,1962.0,697.0,9.8,17.6,180.6,851,2453.0,13.4,607,504.0,1.0,10.25,835.0,20272,0.55,36858
2016,서림동,관악구,21046,4112.0,4934,2466.0,636.0,8.6,14.0,162.9,1316,3296.0,7.52,532,374.0,1.0,16.667,859.0,25475,0.99,25732
2016,삼성동,관악구,23296,5768.0,4798,3108.0,1325.0,11.8,24.7,210.2,1062,2372.0,6.59,1009,567.0,4.0,14.75,1473.0,27467,2.66,10326
2016,대학동,관악구,20292,3899.0,5199,2326.0,545.0,7.0,11.6,164.9,1701,12609.0,14.11,476,315.0,6.0,8.583,678.0,24408,8.3,2941
2016,중곡1동,광진구,13504,2689.0,2843,1592.0,485.0,10.6,16.1,151.5,1639,6476.0,11.71,444,304.0,2.0,9.583,683.0,16342,0.62,26358
2016,중곡2동,광진구,18357,3641.0,4091,2045.0,480.0,13.0,14.3,110.2,1660,6711.0,12.77,622,615.0,4.0,9.083,871.0,22877,0.55,41595
2016,중곡3동,광진구,14767,3053.0,2900,1662.0,534.0,11.6,16.1,138.9,1347,5601.0,12.77,704,966.0,1.0,9.917,748.0,17960,0.6,29933
2016,중곡4동,광진구,25930,5555.0,5648,2960.0,842.0,12.8,16.4,128.2,1545,4810.0,11.65,1079,868.0,2.0,10.833,1348.0,31786,2.32,13701
2016,능동,광진구,9624,1872.0,2493,1046.0,260.0,11.1,14.4,130.4,758,5945.0,18.34,191,248.0,4.0,8.833,364.0,11648,1.1,10589
2016,구의2동,광진구,20286,4374.0,4337,2329.0,669.0,15.8,16.8,106.4,1251,5199.0,11.27,677,697.0,2.0,11.083,1044.0,25889,1.39,18625
2016,광장동,광진구,25721,6682.0,6649,2872.0,493.0,25.8,11.5,44.8,1402,12078.0,14.41,124,608.0,9.0,8.833,708.0,36613,2.39,15319
2016,군자동,광진구,17435,3401.0,4016,1894.0,574.0,10.3,13.8,134.4,1609,10040.0,11.5,531,709.0,6.0,9.334,774.0,22048,0.74,29795
2016,구의1동,광진구,19127,3512.0,5316,1638.0,580.0,9.9,14.1,142.6,1900,6556.0,13.47,519,474.0,4.0,8.75,792.0,23387,0.56,41763
2016,구의3동,광진구,23623,5955.0,7158,1912.0,608.0,14.8,13.7,92.3,2636,19517.0,13.81,249,613.0,8.0,8.25,775.0,29789,1.02,29205
2016,자양1동,광진구,19275,3931.0,5169,1527.0,681.0,11.2,14.4,128.3,1736,8527.0,11.0,685,731.0,4.0,10.083,880.0,23951,0.57,42019
2016,자양2동,광진구,21608,4860.0,5877,1827.0,532.0,15.3,14.3,94.0,1524,7659.0,10.5,416,619.0,2.0,10.5,973.0,27532,1.68,16388
2016,자양3동,광진구,23895,6535.0,7244,1966.0,562.0,19.0,13.7,72.1,1356,6395.0,11.5,255,776.0,6.0,9.75,777.0,30555,1.2,25463
2016,자양4동,광진구,19756,4171.0,4583,1681.0,938.0,8.3,15.7,188.8,2058,6388.0,13.07,692,655.0,2.0,9.167,1038.0,27232,1.16,23476
2016,화양동,광진구,19224,2771.0,5220,1475.0,622.0,5.0,9.9,196.8,2474,15035.0,16.77,315,414.0,7.0,7.334,581.0,24495,1.16,21116
2016,고척1동,구로구,20153,4225.0,6520,1221.0,663.0,15.7,18.0,114.3,2629,9475.0,9.59,421,815.0,4.0,10.833,1118.0,25371,1.16,21872
2016,고척2동,구로구,23486,4575.0,7357,1559.0,850.0,16.6,17.4,104.9,1427,3976.0,9.32,734,1014.0,2.0,10.167,1233.0,30410,1.02,29814
2016,개봉1동,구로구,28163,5721.0,8538,1864.0,1116.0,15.4,19.0,123.9,1756,5596.0,11.45,912,969.0,3.0,9.583,1590.0,35883,1.31,27392
2016,개봉2동,구로구,27625,5982.0,9346,2015.0,815.0,17.3,19.3,111.6,1133,2989.0,9.53,592,1049.0,3.0,10.0,1435.0,34663,0.8,43329
2016,개봉3동,구로구,17603,3318.0,5140,1324.0,579.0,15.8,17.9,112.7,1012,5099.0,9.98,587,826.0,2.0,9.833,906.0,22262,0.81,27484
2016,오류1동,구로구,17821,3901.0,5311,1091.0,686.0,12.9,18.2,141.1,1121,5158.0,12.13,596,722.0,4.0,9.833,982.0,21943,0.59,37192
2016,오류2동,구로구,34069,6578.0,11610,2105.0,987.0,23.8,18.1,76.1,1573,7882.0,13.1,955,1880.0,1.0,9.167,2021.0,45854,4.6,9968
2016,수궁동,구로구,20266,5155.0,5839,1163.0,699.0,17.5,17.6,100.4,1272,5881.0,9.04,555,813.0,1.0,11.083,1204.0,25920,2.67,9708
2016,신도림동,구로구,28914,6343.0,10788,1981.0,501.0,21.8,12.9,59.3,2835,14839.0,13.69,131,975.0,5.0,9.083,974.0,38202,1.47,25988
2016,구로1동,구로구,16984,3282.0,6598,1245.0,270.0,20.6,10.8,52.1,626,3021.0,8.95,69,807.0,2.0,9.917,509.0,22645,1.02,22201
2016,구로2동,구로구,24165,4825.0,5819,1576.0,1383.0,10.0,17.4,173.9,7912,30343.0,6.52,775,1043.0,12.0,11.167,1411.0,37072,1.76,21064
2016,구로3동,구로구,22456,3299.0,7625,2004.0,648.0,13.3,12.9,96.8,6881,82785.0,15.3,290,898.0,19.0,7.8329999999999975,870.0,28081,1.02,27530
2016,구로4동,구로구,20146,3582.0,5664,1647.0,1011.0,11.4,17.3,152.5,2023,5011.0,12.65,662,752.0,5.0,9.167,1234.0,28651,0.46,62285
2016,구로5동,구로구,26032,4914.0,8377,1869.0,731.0,13.2,13.9,105.5,4857,26516.0,12.25,312,1149.0,6.0,8.917,1107.0,35068,1.03,34047
2016,가리봉동,구로구,9597,1543.0,2110,565.0,793.0,6.3,13.6,215.2,976,2820.0,14.14,587,282.0,1.0,9.417,619.0,17575,0.4,43938
2016,가산동,금천구,17334,2574.0,4108,2118.0,623.0,7.4,10.9,148.3,13752,153745.0,14.18,468,893.0,30.0,7.75,761.0,23488,2.52,9321
2016,독산1동,금천구,25878,4595.0,5771,3315.0,889.0,12.5,14.7,117.7,3922,24440.0,10.76,1258,835.0,7.0,9.583,1761.0,36800,2.09,17608
2016,독산2동,금천구,17719,3054.0,3210,2137.0,781.0,11.7,15.4,131.5,1178,3542.0,12.65,1031,982.0,2.0,8.417,949.0,23077,0.6,38462
2016,독산3동,금천구,22666,3834.0,4283,2917.0,980.0,10.3,14.9,144.8,2190,8267.0,11.92,942,769.0,3.0,8.833,1187.0,31245,0.92,33962
2016,독산4동,금천구,15214,2655.0,2843,1946.0,535.0,11.5,15.2,132.5,1011,3674.0,12.56,743,661.0,2.0,8.75,758.0,19158,0.59,32471
2016,시흥1동,금천구,29359,6001.0,5670,3640.0,1315.0,14.5,17.1,117.8,2986,13912.0,13.53,1223,958.0,9.0,8.917,1604.0,38320,1.71,22409
2016,시흥2동,금천구,18869,4213.0,4392,2956.0,701.0,19.5,19.0,97.8,576,2005.0,9.2,1115,610.0,1.0,9.5,1109.0,24154,1.26,19170
2016,시흥3동,금천구,10366,2282.0,2180,1331.0,431.0,13.2,21.0,159.1,3340,10610.0,6.41,275,338.0,5.0,11.083,565.0,12255,1.07,11453
2016,시흥4동,금천구,18820,3734.0,3593,2558.0,759.0,13.8,17.9,129.1,859,1938.0,10.36,934,936.0,1.0,9.0,1024.0,23271,0.87,26748
2016,시흥5동,금천구,18496,3732.0,3453,2438.0,1056.0,13.4,21.6,161.2,1173,3445.0,10.06,1240,1364.0,1.0,9.417,1202.0,22886,1.39,16465
2016,월계1동,노원구,18698,4557.0,4519,1947.0,764.0,14.5,19.2,132.4,1444,6011.0,10.04,644,759.0,2.0,10.667,1008.0,24289,1.16,20939
2016,월계2동,노원구,22413,5408.0,4779,2375.0,1338.0,15.5,22.1,142.1,922,3313.0,5.97,2749,568.0,4.0,15.833,2168.0,26914,1.94,13873
2016,월계3동,노원구,27052,6768.0,7170,3047.0,1200.0,18.6,19.3,104.1,965,3371.0,7.25,1642,928.0,3.0,14.5,1976.0,33919,1.17,28991
2016,공릉1동,노원구,32340,7155.0,7808,3883.0,1166.0,13.7,16.3,119.0,2776,11472.0,11.56,1789,992.0,7.0,10.5,2186.0,40220,1.41,28525
2016,공릉2동,노원구,33265,7872.0,8986,3809.0,910.0,19.2,12.9,67.5,1944,11763.0,10.8,626,1488.0,6.0,11.75,1438.0,44747,6.82,6561
2016,상계1동,노원구,33715,6590.0,2853,11256.0,1061.0,15.1,17.3,114.5,3133,10559.0,7.88,1049,1367.0,2.0,16.999000000000002,1902.0,42402,5.62,7545
2016,상계2동,노원구,17591,3464.0,1439,5474.0,627.0,12.6,15.5,123.1,2459,9991.0,17.24,716,917.0,2.0,6.8329999999999975,887.0,22171,0.61,36346
2016,상계3.4동,노원구,25798,5313.0,1827,7201.0,1718.0,13.4,25.4,189.9,1434,4495.0,8.65,2014,1042.0,1.0,12.667,1760.0,30174,5.62,5369
2016,상계5동,노원구,22441,4654.0,1764,6677.0,1063.0,13.5,20.7,153.5,1568,4708.0,12.88,1284,605.0,1.0,9.5,1349.0,27742,0.44,63050
2016,상계8동,노원구,18201,3355.0,2017,6889.0,511.0,25.1,12.3,48.8,577,1935.0,5.89,158,844.0,3.0,13.583,724.0,25627,0.67,38249
2016,상계9동,노원구,17965,3699.0,1713,6446.0,636.0,18.4,14.7,80.2,721,2519.0,8.46,298,587.0,4.0,14.833,761.0,23300,0.81,28765
2016,상계10동,노원구,15395,3000.0,1530,5381.0,504.0,15.1,13.2,87.4,469,2191.0,8.53,298,411.0,1.0,14.417,583.0,19155,0.8,23944
2016,하계1동,노원구,23136,4464.0,7145,2495.0,1109.0,13.0,15.2,116.8,1023,7727.0,12.61,2539,637.0,5.0,10.917,2095.0,29914,1.55,19299
2016,하계2동,노원구,18995,3386.0,6784,2053.0,610.0,18.6,14.4,77.4,387,1248.0,5.68,1005,351.0,1.0,16.334,1021.0,24778,0.51,48584
2016,중계본동,노원구,20225,3802.0,6528,2222.0,634.0,19.5,11.2,57.4,1184,5296.0,11.15,438,367.0,2.0,10.083,895.0,28026,1.97,14226
2016,중계1동,노원구,20193,3725.0,7147,2279.0,473.0,22.8,9.3,40.9,951,4219.0,9.67,607,597.0,3.0,10.5,792.0,29363,0.63,46608
2016,중계2.3동,노원구,31449,5900.0,10271,3157.0,1703.0,16.8,21.7,129.5,1360,5472.0,10.81,4120,746.0,2.0,11.083,3214.0,39542,0.9,43936
2016,중계4동,노원구,17493,3457.0,5117,2083.0,845.0,16.5,19.8,119.9,1044,3766.0,11.49,1378,388.0,3.0,10.083,1399.0,22336,1.7,13139
2016,상계6.7동,노원구,27466,5061.0,8532,3558.0,1072.0,18.9,14.2,74.8,1910,14943.0,10.73,734,842.0,14.0,11.167,1272.0,36593,1.11,32967
2016,쌍문1동,도봉구,17961,3959.0,5518,0.0,758.0,14.5,21.8,149.8,928,3908.0,11.64,872,632.0,2.0,8.667,1051.0,22555,1.24,18190
2016,쌍문3동,도봉구,14783,3135.0,4575,0.0,588.0,12.7,21.3,168.3,975,4078.0,14.46,464,639.0,2.0,7.8329999999999975,764.0,17762,0.5,35524
2016,창1동,도봉구,21695,5073.0,7672,0.0,798.0,16.9,18.1,106.5,1404,3739.0,10.11,369,690.0,3.0,8.334,1032.0,27745,0.88,31528
2016,창2동,도봉구,24892,5183.0,8071,0.0,766.0,15.4,17.1,111.6,1398,4457.0,10.94,889,1120.0,1.0,7.9170000000000025,1268.0,31477,1.07,29418
2016,창3동,도봉구,12769,2643.0,3623,0.0,594.0,14.4,21.2,147.5,969,2242.0,13.42,813,623.0,4.0,7.6670000000000025,794.0,15568,0.67,23236
2016,창4동,도봉구,22692,5488.0,8854,0.0,678.0,17.4,15.8,90.5,1284,7286.0,13.01,275,665.0,4.0,7.9170000000000025,1000.0,29374,0.96,30598
2016,창5동,도봉구,21578,5589.0,7379,0.0,611.0,15.5,16.8,108.0,2219,7259.0,10.86,351,713.0,5.0,7.1670000000000025,991.0,26862,0.7,38374
